element,decimal_approx,num_representations,sample_representation
4241/36,117.80555556,564,"((1,1,1), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,2,2), (3,3,2))"
4241/54,78.53703704,3652,"((0,3,2), (1,3,1), (2,1,1), (2,3,2), (3,0,1), (3,2,2), (3,3,1))"
4241/72,58.90277778,2230,"((1,3,1), (2,3,2), (3,0,2), (3,1,1), (3,2,2))"
4241/108,39.26851852,389,"((0,3,1), (1,3,2), (2,0,2), (2,1,1), (2,2,2))"
4241/216,19.63425926,8,"((0,3,2), (1,1,1), (2,0,1), (3,1,1))"
4243/27,157.14814815,1,"((0,0,1), (0,1,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4243/36,117.86111111,561,"((1,2,2), (1,3,1), (2,1,2), (2,2,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4243/54,78.57407407,3159,"((0,3,1), (1,3,1), (2,0,2), (2,2,2), (3,2,2), (3,3,2))"
4243/72,58.93055556,2773,"((1,3,2), (2,3,1), (3,0,1), (3,3,2))"
4243/108,39.28703704,314,"((0,3,2), (1,3,1), (2,0,1), (2,3,2))"
4246/27,157.25925926,1,"((0,1,1), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4247/36,117.97222222,453,"((1,1,2), (1,3,2), (2,0,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4247/54,78.64814815,3105,"((0,3,2), (1,3,2), (2,2,1), (3,0,2), (3,1,2), (3,3,2))"
4247/72,58.98611111,2783,"((1,3,1), (2,0,1), (2,2,2), (2,3,1), (3,1,2), (3,3,1))"
4247/108,39.32407407,512,"((0,3,1), (1,3,1), (3,0,1), (3,1,1), (3,2,2))"
4247/216,19.66203704,2,"((0,0,2), (0,2,1), (0,3,2), (3,1,1))"
4249/27,157.37037037,1,"((0,0,2), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4249/36,118.02777778,668,"((1,3,1), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4249/54,78.68518519,4001,"((0,3,1), (1,3,2), (2,0,1), (2,1,1), (2,2,2), (2,3,1), (3,3,2))"
4249/72,59.01388889,2321,"((1,3,2), (2,0,2), (3,2,1), (3,3,2))"
4249/108,39.34259259,254,"((0,3,2), (1,2,2), (3,0,2), (3,1,1), (3,2,1))"
4249/216,19.67129630,24,"((0,3,1), (1,2,1), (2,1,2), (3,0,1))"
4250/27,157.40740741,1,"((0,0,2), (0,1,1), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4253/36,118.13888889,472,"((1,1,1), (1,2,1), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,2), (3,3,2))"
4253/54,78.75925926,2989,"((0,3,2), (2,0,2), (2,1,1), (3,1,2), (3,2,2), (3,3,2))"
4253/72,59.06944444,2731,"((1,3,1), (2,2,1), (3,0,1), (3,1,2), (3,3,2))"
4253/108,39.37962963,560,"((0,3,1), (2,0,1), (2,1,2), (3,2,1), (3,3,1))"
4253/216,19.68981481,1,"((0,2,2), (0,3,2), (1,0,1), (3,0,1))"
4255/27,157.59259259,1,"((0,0,2), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4255/36,118.19444444,697,"((1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4255/54,78.79629630,4244,"((0,3,1), (2,1,2), (2,2,1), (2,3,1), (3,2,2), (3,3,2))"
4255/72,59.09722222,3156,"((1,3,2), (2,3,2), (3,1,1), (3,2,2))"
4255/108,39.39814815,288,"((0,3,2), (1,3,2), (2,1,1), (2,2,2))"
4255/216,19.69907407,19,"((0,3,1), (1,1,1), (1,3,1), (3,1,1))"
4258/27,157.70370370,4,"((0,1,2), (0,2,2), (0,3,2), (1,0,1), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4259/36,118.30555556,565,"((1,2,2), (1,3,2), (2,1,1), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,2,2), (3,3,2))"
4259/54,78.87037037,3675,"((0,3,2), (1,3,1), (2,0,1), (2,3,1), (3,2,2), (3,3,2))"
4259/72,59.15277778,2315,"((1,3,1), (2,0,2), (2,3,2), (3,1,2), (3,3,1))"
4259/108,39.43518519,371,"((0,3,1), (1,3,2), (2,1,1), (2,3,1), (3,0,2))"
4259/216,19.71759259,3,"((0,1,2), (0,3,2), (2,1,1), (3,0,1))"
4261/36,118.36111111,608,"((1,1,1), (1,2,2), (1,3,1), (2,0,1), (2,1,1), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4261/54,78.90740741,3813,"((0,3,1), (1,3,1), (2,2,1), (2,3,2), (3,0,1), (3,1,1), (3,3,2))"
4261/72,59.18055556,2290,"((1,3,2), (2,2,2), (2,3,1), (3,0,2), (3,3,1))"
4261/108,39.45370370,270,"((0,3,2), (1,3,1), (2,0,2), (3,2,2))"
4261/216,19.72685185,5,"((0,1,1), (0,2,2), (0,3,1), (2,0,1), (3,1,1))"
4264/27,157.92592593,1,"((0,0,2), (0,1,2), (0,2,1), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4265/36,118.47222222,586,"((1,1,1), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4265/54,78.98148148,4243,"((0,3,2), (1,3,2), (2,1,1), (2,3,2), (3,3,2))"
4265/72,59.23611111,3097,"((1,3,1), (2,1,2), (2,3,1), (3,2,2), (3,3,1))"
4265/108,39.49074074,619,"((0,3,1), (1,3,1), (2,2,1), (2,3,1), (3,1,2))"
4265/216,19.74537037,1,"((0,0,1), (0,1,2), (0,2,1), (0,3,2), (3,0,1))"
4267/27,158.03703704,3,"((0,0,1), (0,1,1), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4267/36,118.52777778,495,"((1,1,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4267/54,79.01851852,3321,"((0,3,1), (1,3,2), (2,1,1), (3,0,2), (3,2,2), (3,3,2))"
4267/72,59.26388889,2852,"((1,3,2), (2,0,1), (2,2,1), (3,1,1), (3,3,2))"
4267/108,39.50925926,309,"((0,3,2), (3,0,1), (3,1,2), (3,3,1))"
4267/216,19.75462963,18,"((0,3,1), (1,1,2), (2,0,2), (3,1,1))"
4268/27,158.07407407,1,"((0,0,1), (0,1,2), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4270/27,158.14814815,1,"((0,0,2), (0,1,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4271/36,118.63888889,495,"((1,2,1), (1,3,2), (2,0,1), (2,1,1), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4271/54,79.09259259,3615,"((0,3,2), (2,3,2), (3,0,1), (3,1,2), (3,2,2), (3,3,1))"
4271/72,59.31944444,2283,"((1,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
4271/108,39.54629630,480,"((0,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1))"
4273/27,158.25925926,1,"((0,0,1), (0,1,1), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4273/36,118.69444444,502,"((1,1,1), (1,2,1), (1,3,1), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4273/54,79.12962963,3206,"((0,3,1), (2,0,2), (2,1,2), (2,2,2), (3,2,2), (3,3,2))"
4273/72,59.34722222,2791,"((1,3,2), (2,3,2), (3,0,1), (3,1,1), (3,3,1))"
4273/108,39.56481481,264,"((0,3,2), (1,3,2), (2,0,1), (2,1,1), (2,3,1))"
4273/216,19.78240741,10,"((0,2,1), (0,3,1), (3,0,2), (3,1,1))"
4276/27,158.37037037,1,"((0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4277/36,118.80555556,402,"((1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,1), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4277/54,79.20370370,3027,"((0,3,2), (1,3,1), (2,2,1), (3,0,2), (3,2,2), (3,3,2))"
4277/72,59.40277778,2852,"((1,3,1), (2,0,1), (2,1,2), (2,2,1), (2,3,2), (3,3,1))"
4277/108,39.60185185,454,"((0,3,1), (1,2,2), (1,3,2), (3,0,1), (3,2,1))"
4277/216,19.80092593,4,"((0,3,2), (1,0,2), (1,2,1), (3,0,1))"
4279/36,118.86111111,620,"((1,2,2), (1,3,1), (2,0,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4279/54,79.24074074,3817,"((0,3,1), (1,3,1), (2,0,1), (2,2,2), (2,3,1), (3,1,2), (3,3,2))"
4279/72,59.43055556,2336,"((1,3,2), (2,0,2), (2,3,1), (3,1,1), (3,2,1), (3,3,1))"
4279/108,39.62037037,258,"((0,3,2), (1,3,1), (2,2,1), (2,3,1), (3,0,2))"
4279/216,19.81018519,7,"((0,2,2), (0,3,1), (2,2,1), (3,0,1))"
4283/36,118.97222222,413,"((1,3,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4283/54,79.31481481,3189,"((0,3,2), (1,3,2), (2,0,2), (2,1,1), (2,2,1), (2,3,1), (3,3,2))"
4283/72,59.48611111,2793,"((1,3,1), (2,1,2), (2,3,1), (3,0,1), (3,3,2))"
4283/108,39.65740741,572,"((0,3,1), (1,2,1), (1,3,1), (2,0,1), (2,3,1), (3,1,2))"
4285/27,158.70370370,3,"((0,1,2), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4285/36,119.02777778,669,"((1,1,1), (1,3,1), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4285/54,79.35185185,4431,"((0,3,1), (1,3,2), (2,3,2), (3,1,1), (3,2,2), (3,3,1))"
4285/72,59.51388889,3174,"((1,3,2), (3,1,2), (3,2,2), (3,3,1))"
4285/108,39.67592593,384,"((0,3,2), (2,1,2), (2,2,2), (2,3,1))"
4285/216,19.83796296,23,"((0,1,1), (0,3,1), (1,2,1), (3,2,1))"
4289/36,119.13888889,503,"((1,2,1), (1,3,2), (2,0,1), (2,1,1), (2,2,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4289/54,79.42592593,3703,"((0,3,2), (2,0,1), (2,1,2), (2,3,1), (3,2,2), (3,3,2))"
4289/72,59.56944444,2368,"((1,3,1), (2,0,2), (2,1,2), (3,2,1), (3,3,2))"
4289/108,39.71296296,467,"((0,3,1), (2,1,2), (2,3,2), (3,0,2))"
4289/216,19.85648148,1,"((0,1,1), (0,2,2), (0,3,2), (3,0,1))"
4291/27,158.92592593,1,"((0,1,2), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4291/36,119.19444444,559,"((1,0,1), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4291/54,79.46296296,3843,"((0,3,1), (2,1,1), (2,2,1), (2,3,2), (3,0,1), (3,2,1), (3,3,2))"
4291/72,59.59722222,2321,"((1,3,2), (2,2,2), (2,3,2), (3,0,2), (3,1,1))"
4291/108,39.73148148,224,"((0,3,2), (1,2,2), (1,3,2), (2,0,2), (2,1,1))"
4291/216,19.86574074,9,"((0,0,1), (0,1,1), (0,3,1), (1,3,1), (3,1,1))"
4294/27,159.03703704,1,"((0,0,2), (0,1,1), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4295/27,159.07407407,1,"((0,0,2), (0,1,2), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4295/36,119.30555556,545,"((1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4295/54,79.53703704,4087,"((0,3,2), (1,3,1), (2,3,2), (3,1,2), (3,3,2))"
4295/72,59.65277778,3200,"((1,3,1), (2,1,1), (2,2,2), (2,3,2), (3,3,1))"
4295/108,39.76851852,545,"((0,3,1), (1,3,2), (3,1,1), (3,3,1))"
4295/216,19.88425926,9,"((0,3,2), (1,1,2), (3,1,1))"
4297/36,119.36111111,467,"((1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4297/54,79.57407407,3173,"((0,3,1), (1,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4297/72,59.68055556,2905,"((1,3,2), (2,0,1), (2,2,1), (2,3,1), (3,1,2), (3,3,1))"
4297/108,39.78703704,303,"((0,3,2), (1,2,1), (1,3,1), (2,3,1), (3,0,1), (3,1,1))"
4297/216,19.89351852,1,"((0,1,2), (0,2,2), (0,3,1), (1,0,2), (3,0,1))"
4300/27,159.25925926,1,"((0,0,2), (0,1,1), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4301/36,119.47222222,454,"((1,1,2), (1,3,2), (2,0,1), (2,1,1), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4301/54,79.64814815,3825,"((0,3,2), (1,3,2), (2,2,2), (3,0,1), (3,2,1), (3,3,2))"
4301/72,59.73611111,2337,"((1,3,1), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,3,1))"
4301/108,39.82407407,476,"((0,3,1), (1,3,1), (2,0,2), (2,2,2), (3,1,2))"
4301/216,19.91203704,3,"((0,2,1), (0,3,2), (2,0,1), (3,1,1))"
4303/27,159.37037037,1,"((0,0,1), (0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4303/36,119.52777778,480,"((1,0,1), (1,3,1), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4303/54,79.68518519,3275,"((0,3,1), (1,3,2), (2,0,2), (2,3,1), (3,1,1), (3,2,1), (3,3,2))"
4303/72,59.76388889,2831,"((1,3,2), (3,0,1), (3,1,2), (3,3,2))"
4303/108,39.84259259,358,"((0,3,2), (2,0,1), (2,1,2), (2,3,2))"
4303/216,19.92129630,18,"((0,3,1), (1,0,1), (2,3,1), (3,0,1))"
4307/36,119.63888889,371,"((1,1,1), (1,2,1), (1,3,2), (2,0,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4307/54,79.75925926,3078,"((0,3,2), (2,1,2), (2,2,1), (3,0,2), (3,2,2), (3,3,2))"
4307/72,59.81944444,2882,"((1,3,1), (2,0,1), (2,1,1), (2,2,1), (3,2,1), (3,3,2))"
4307/108,39.87962963,559,"((0,3,1), (2,1,1), (2,2,2), (3,0,1), (3,3,1))"
4309/36,119.69444444,560,"((1,1,2), (1,2,1), (1,3,1), (2,0,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4309/54,79.79629630,3841,"((0,3,1), (2,0,1), (2,2,2), (2,3,1), (3,2,2), (3,3,2))"
4309/72,59.84722222,2403,"((1,3,2), (2,0,2), (2,3,2), (3,1,2), (3,2,1))"
4309/108,39.89814815,217,"((0,3,2), (1,3,2), (2,1,1), (2,2,1), (3,0,2))"
4309/216,19.94907407,14,"((0,3,1), (1,1,2), (1,3,1), (3,0,1))"
4312/27,159.70370370,2,"((0,0,1), (0,1,2), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4313/36,119.80555556,389,"((1,2,2), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,2,2), (3,3,2))"
4313/54,79.87037037,3068,"((0,3,2), (1,3,1), (2,0,2), (2,2,1), (2,3,1), (3,1,2), (3,3,2))"
4313/72,59.90277778,2863,"((1,3,1), (2,1,1), (2,3,2), (3,0,1), (3,2,1), (3,3,1))"
4313/108,39.93518519,503,"((0,3,1), (1,2,1), (1,3,2), (2,0,1), (3,1,1), (3,2,1))"
4313/216,19.96759259,3,"((0,1,1), (0,3,2), (1,0,1), (1,2,1), (3,0,1))"
4315/36,119.86111111,605,"((1,1,1), (1,2,2), (1,3,1), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4315/54,79.90740741,4313,"((0,3,1), (1,3,1), (2,1,1), (2,2,2), (2,3,2), (3,3,2))"
4315/72,59.93055556,3235,"((1,3,2), (2,1,2), (2,2,2), (2,3,1), (3,3,1))"
4315/108,39.95370370,380,"((0,3,2), (1,3,1), (2,2,2), (3,1,2))"
4315/216,19.97685185,9,"((0,2,1), (0,3,1), (1,3,1), (3,1,1))"
4318/27,159.92592593,1,"((0,0,1), (0,1,2), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4319/36,119.97222222,459,"((1,1,1), (1,3,2), (2,0,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4319/54,79.98148148,3839,"((0,3,2), (1,3,2), (2,0,1), (2,2,2), (2,3,2), (3,1,1), (3,3,1))"
4319/72,59.98611111,2394,"((1,3,1), (2,0,2), (2,1,1), (2,3,1), (3,2,2), (3,3,1))"
4319/108,39.99074074,469,"((0,3,1), (1,3,1), (2,3,1), (3,0,2), (3,1,2))"
4321/27,160.03703704,1,"((0,1,1), (0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4321/36,120.02777778,509,"((1,0,1), (1,1,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4321/54,80.01851852,3963,"((0,3,1), (1,3,2), (2,2,1), (3,0,1), (3,1,2), (3,2,1), (3,3,2))"
4321/72,60.01388889,2378,"((1,3,2), (2,2,2), (3,0,2), (3,1,2), (3,3,1))"
4321/108,40.00925926,298,"((0,3,2), (2,0,2), (2,1,2), (3,2,2))"
4321/216,20.00462963,26,"((0,3,1), (2,0,1), (2,1,1), (3,2,1))"
4325/36,120.13888889,490,"((1,2,1), (1,3,2), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4325/54,80.09259259,4145,"((0,3,2), (2,3,2), (3,2,2), (3,3,2))"
4325/72,60.06944444,3241,"((1,3,1), (2,2,2), (3,2,1), (3,3,2))"
4325/108,40.04629630,669,"((0,3,1), (2,3,1), (3,2,1), (3,3,1))"
4327/36,120.19444444,409,"((1,1,1), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4327/54,80.12962963,3172,"((0,3,1), (2,1,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4327/72,60.09722222,2966,"((1,3,2), (2,0,1), (2,1,2), (2,3,2), (3,3,1))"
4327/108,40.06481481,258,"((0,3,2), (1,2,1), (1,3,2), (3,0,1), (3,2,1))"
4327/216,20.03240741,9,"((0,2,1), (0,3,1), (1,1,1), (2,0,2), (3,1,1))"
4330/27,160.37037037,1,"((0,0,2), (0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4331/36,120.30555556,413,"((1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,1), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4331/54,80.20370370,3724,"((0,3,2), (1,3,1), (2,1,2), (2,2,2), (3,0,1), (3,2,1), (3,3,2))"
4331/72,60.15277778,2384,"((1,3,1), (2,1,1), (2,2,1), (2,3,2), (3,0,2), (3,3,1))"
4331/108,40.10185185,413,"((0,3,1), (1,1,1), (1,2,1), (1,3,2), (2,0,2), (2,3,1))"
4331/216,20.05092593,7,"((0,0,1), (0,3,2), (1,2,1), (3,1,1))"
4333/36,120.36111111,428,"((1,2,2), (1,3,1), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4333/54,80.24074074,3218,"((0,3,1), (1,3,1), (2,0,2), (2,1,1), (2,3,1), (3,2,2), (3,3,2))"
4333/72,60.18055556,2911,"((1,3,2), (2,1,2), (2,3,1), (3,0,1), (3,2,1), (3,3,1))"
4333/108,40.12037037,361,"((0,3,2), (1,3,1), (2,0,1), (2,3,1), (3,1,2))"
4333/216,20.06018519,4,"((0,2,2), (0,3,1), (1,0,1), (1,1,2), (3,0,1))"
4337/36,120.47222222,331,"((1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4337/54,80.31481481,3144,"((0,3,2), (1,3,2), (2,3,1), (3,0,2), (3,1,1), (3,2,2), (3,3,1))"
4337/72,60.23611111,2909,"((1,3,1), (2,0,1), (2,3,1), (3,2,1), (3,3,2))"
4337/108,40.15740741,572,"((0,3,1), (1,2,2), (1,3,1), (2,1,2), (3,0,1), (3,2,1))"
4337/216,20.07870370,1,"((0,1,1), (0,2,1), (0,3,2), (1,0,2), (3,0,1))"
4339/27,160.70370370,1,"((0,0,2), (0,1,2), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4339/36,120.52777778,520,"((1,1,1), (1,3,1), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4339/54,80.35185185,4011,"((0,3,1), (1,3,2), (2,0,1), (2,1,2), (2,3,2), (3,3,2))"
4339/72,60.26388889,2469,"((1,3,2), (2,0,2), (2,1,2), (3,2,2), (3,3,1))"
4339/108,40.17592593,295,"((0,3,2), (2,1,2), (2,2,1), (2,3,1), (3,0,2))"
4339/216,20.08796296,21,"((0,3,1), (1,2,2), (2,1,1), (3,0,1))"
4343/36,120.63888889,344,"((1,2,1), (1,3,2), (2,1,2), (2,2,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4343/54,80.42592593,3079,"((0,3,2), (2,0,2), (2,2,1), (2,3,1), (3,2,2), (3,3,2))"
4343/72,60.31944444,2874,"((1,3,1), (3,0,1), (3,2,2), (3,3,2))"
4343/108,40.21296296,620,"((0,3,1), (2,0,1), (2,2,2), (2,3,2))"
4345/27,160.92592593,1,"((0,0,2), (0,1,2), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4345/36,120.69444444,548,"((1,2,1), (1,3,1), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4345/54,80.46296296,4257,"((0,3,1), (2,2,2), (2,3,2), (3,1,2), (3,3,2))"
4345/72,60.34722222,3319,"((1,3,2), (2,1,1), (2,2,1), (2,3,2), (3,3,1))"
4345/108,40.23148148,313,"((0,3,2), (1,1,1), (1,2,1), (1,3,2), (2,3,1))"
4345/216,20.11574074,13,"((0,1,2), (0,2,1), (0,3,1), (3,2,1))"
4348/27,161.03703704,1,"((0,0,1), (0,1,1), (0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4349/36,120.80555556,415,"((1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4349/54,80.53703704,3770,"((0,3,2), (1,3,1), (2,0,1), (2,1,1), (2,2,1), (2,3,2), (3,3,2))"
4349/72,60.40277778,2405,"((1,3,1), (2,0,2), (2,2,2), (2,3,2), (3,3,1))"
4349/108,40.26851852,402,"((0,3,1), (1,3,2), (3,0,2), (3,1,1), (3,2,1))"
4349/216,20.13425926,9,"((0,3,2), (2,1,2), (3,0,1))"
4351/36,120.86111111,472,"((1,1,2), (1,2,2), (1,3,1), (2,0,1), (2,1,1), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
4351/54,80.57407407,3861,"((0,3,1), (1,3,1), (2,1,1), (2,2,1), (3,0,1), (3,1,1), (3,2,2), (3,3,2))"
4351/72,60.43055556,2438,"((1,3,2), (2,1,2), (2,2,1), (2,3,1), (3,0,2), (3,3,1))"
4351/108,40.28703704,292,"((0,3,2), (1,2,2), (1,3,1), (2,0,2), (3,1,2))"
4351/216,20.14351852,2,"((0,0,1), (0,1,2), (0,2,2), (0,3,1), (3,1,1))"
4355/36,120.97222222,434,"((1,3,2), (2,0,2), (2,1,2), (2,2,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
4355/54,80.64814815,4308,"((0,3,2), (1,3,2), (2,1,2), (3,2,2), (3,3,2))"
4355/72,60.48611111,3252,"((1,3,1), (2,2,1), (2,3,1), (3,1,1), (3,3,2))"
4355/108,40.32407407,672,"((0,3,1), (1,3,1), (2,1,1), (3,2,1), (3,3,1))"
