element,decimal_approx,num_representations,sample_representation
209/54,3.87037037,51620,"((0,0,1), (0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
209/72,2.90277778,65610,"((0,1,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
209/108,1.93518519,60344,"((1,0,1), (1,1,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
209/216,0.96759259,19284,"((2,0,2), (2,1,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
211/54,3.90740741,50080,"((0,0,1), (0,1,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
211/72,2.93055556,65610,"((0,1,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
211/108,1.95370370,60851,"((1,0,1), (1,1,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
211/216,0.97685185,19675,"((2,0,2), (2,1,1), (2,2,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
215/54,3.98148148,46888,"((0,0,1), (0,1,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
215/72,2.98611111,65610,"((0,1,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
215/108,1.99074074,61804,"((1,0,1), (1,1,2), (1,2,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
215/216,0.99537037,20470,"((2,0,2), (2,1,1), (2,2,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
217/54,4.01851852,45252,"((0,0,1), (0,1,1), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
217/72,3.01388889,65608,"((0,1,1), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
217/108,2.00925926,62250,"((1,0,1), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
217/216,1.00462963,20874,"((2,0,2), (2,1,1), (2,2,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
221/54,4.09259259,41940,"((0,0,1), (0,1,1), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
221/72,3.06944444,65584,"((0,1,1), (0,2,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
221/108,2.04629630,63080,"((1,0,1), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
221/216,1.02314815,21676,"((2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
223/54,4.12962963,40279,"((0,0,1), (0,1,1), (0,2,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
223/72,3.09722222,65554,"((0,1,1), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
223/108,2.06481481,63464,"((1,0,1), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
223/216,1.03240741,22074,"((2,0,2), (2,1,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
227/54,4.20370370,36957,"((0,0,1), (0,1,1), (0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
227/72,3.15277778,65445,"((0,1,1), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
227/108,2.10185185,64171,"((1,0,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
227/216,1.05092593,22881,"((2,0,2), (2,1,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
229/54,4.24074074,35296,"((0,0,1), (0,1,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
229/72,3.18055556,65360,"((0,1,1), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
229/108,2.12037037,64494,"((1,0,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
229/216,1.06018519,23290,"((2,0,2), (2,1,2), (2,2,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
233/54,4.31481481,31974,"((0,0,1), (0,1,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
233/72,3.23611111,65106,"((0,1,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
233/108,2.15740741,65078,"((1,0,2), (1,2,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
233/216,1.07870370,24100,"((2,0,2), (2,1,2), (2,2,1), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
235/54,4.35185185,30313,"((0,0,1), (0,1,2), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
235/72,3.26388889,64930,"((0,1,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
235/108,2.17592593,65339,"((1,0,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
235/216,1.08796296,24500,"((2,0,2), (2,1,2), (2,2,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
239/54,4.42592593,26991,"((0,0,1), (0,1,2), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
239/72,3.31944444,64470,"((0,1,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
239/108,2.21296296,65800,"((1,0,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
239/216,1.10648148,25310,"((2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
241/54,4.46296296,25330,"((0,0,1), (0,1,2), (0,2,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
241/72,3.34722222,64180,"((0,1,2), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
241/108,2.23148148,66000,"((1,0,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
241/216,1.11574074,25720,"((1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
245/54,4.53703704,22018,"((0,0,1), (0,1,2), (0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
245/72,3.40277778,63460,"((0,1,2), (0,2,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
245/108,2.26851852,66342,"((1,0,2), (1,1,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
245/216,1.13425926,26530,"((1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
247/54,4.57407407,20382,"((0,0,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
247/72,3.43055556,63030,"((0,1,2), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
247/108,2.28703704,66486,"((1,0,2), (1,1,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
247/216,1.14351852,26930,"((1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
251/54,4.64814815,17190,"((0,0,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
251/72,3.48611111,62040,"((0,1,2), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
251/108,2.32407407,66726,"((1,0,2), (1,1,1), (1,2,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
251/216,1.16203704,27740,"((1,2,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
253/54,4.68518519,15650,"((0,0,2), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
253/72,3.51388889,61480,"((0,1,2), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
253/108,2.34259259,66824,"((1,0,2), (1,1,1), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
253/216,1.17129630,28150,"((1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
257/54,4.75925926,12722,"((0,0,2), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
257/72,3.56944444,60220,"((0,0,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
257/108,2.37962963,66980,"((1,0,2), (1,1,1), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
257/216,1.18981481,28960,"((1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
259/54,4.79629630,11350,"((0,0,2), (0,2,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
259/72,3.59722222,59520,"((0,0,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
259/108,2.39814815,67040,"((1,0,2), (1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
259/216,1.19907407,29360,"((1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
263/54,4.87037037,8830,"((0,0,2), (0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
263/72,3.65277778,57990,"((0,0,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
263/108,2.43518519,67130,"((1,0,2), (1,1,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
263/216,1.21759259,30170,"((1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
265/54,4.90740741,7692,"((0,0,2), (0,1,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
265/72,3.68055556,57160,"((0,0,1), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
265/108,2.45370370,67162,"((1,0,2), (1,1,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
265/216,1.22685185,30580,"((1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
269/54,4.98148148,5662,"((0,0,2), (0,1,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
269/72,3.73611111,55360,"((0,0,1), (0,2,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
269/108,2.49074074,67204,"((1,0,2), (1,1,2), (1,2,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
269/216,1.24537037,31390,"((1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
271/54,5.01851852,4770,"((0,0,2), (0,1,1), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
271/72,3.76388889,54392,"((0,0,1), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
271/108,2.50925926,67216,"((1,0,2), (1,1,2), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
271/216,1.25462963,31790,"((1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
275/54,5.09259259,3232,"((0,0,2), (0,1,1), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
275/72,3.81944444,52346,"((0,0,1), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
275/108,2.54629630,67228,"((1,0,2), (1,1,2), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
275/216,1.27314815,32600,"((1,1,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
277/54,5.12962963,2586,"((0,0,2), (0,1,1), (0,2,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
277/72,3.84722222,51276,"((0,0,1), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
277/108,2.56481481,67230,"((1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
277/216,1.28240741,33010,"((1,1,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
281/54,5.20370370,1540,"((0,0,2), (0,1,1), (0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
281/72,3.90277778,49045,"((0,0,1), (0,1,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
281/108,2.60185185,67230,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
281/216,1.30092593,33820,"((1,1,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
283/54,5.24074074,1140,"((0,0,2), (0,1,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
283/72,3.93055556,47890,"((0,0,1), (0,1,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
283/108,2.62037037,67230,"((0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
283/216,1.31018519,34220,"((1,1,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
287/54,5.31481481,560,"((0,0,2), (0,1,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
287/72,3.98611111,45534,"((0,0,1), (0,1,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
287/108,2.65740741,67230,"((0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
287/216,1.32870370,35030,"((1,1,1), (1,2,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
289/54,5.35185185,364,"((0,0,2), (0,1,2), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
289/72,4.01388889,44340,"((0,0,1), (0,1,1), (0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
289/108,2.67592593,67230,"((0,2,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
289/216,1.33796296,35440,"((1,1,1), (1,2,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
293/54,5.42592593,120,"((0,0,2), (0,1,2), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
293/72,4.06944444,41920,"((0,0,1), (0,1,1), (0,2,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
293/108,2.71296296,67230,"((0,2,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
293/216,1.35648148,36250,"((1,1,1), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
295/54,5.46296296,56,"((0,0,2), (0,1,2), (0,2,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
295/72,4.09722222,40700,"((0,0,1), (0,1,1), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
295/108,2.73148148,67230,"((0,2,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
295/216,1.36574074,36650,"((1,1,1), (1,2,1), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
299/54,5.53703704,4,"((0,0,2), (0,1,2), (0,2,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
299/72,4.15277778,38270,"((0,0,1), (0,1,1), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
299/108,2.76851852,67230,"((0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
299/216,1.38425926,37460,"((1,1,1), (1,2,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
301/72,4.18055556,37060,"((0,0,1), (0,1,1), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
301/108,2.78703704,67230,"((0,2,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
301/216,1.39351852,37870,"((1,1,1), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
305/72,4.23611111,34630,"((0,0,1), (0,1,2), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
305/108,2.82407407,67230,"((0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
305/216,1.41203704,38680,"((1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
307/72,4.26388889,33410,"((0,0,1), (0,1,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
307/108,2.84259259,67230,"((0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
307/216,1.42129630,39080,"((1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
311/72,4.31944444,30980,"((0,0,1), (0,1,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,1), (3,0,2), (3,1,2), (3,2,2), (3,3,1))"
