element,decimal_approx,num_representations,sample_representation
20,20.00000000,3,"(2, 0, 2, 1, 2)"
21,21.00000000,4,"(0, 2, 2, 1, 2)"
21/2,10.50000000,2,"(0, 1, 1, 2, 0)"
21/4,5.25000000,2,"(0, 2, 1, 0, 0)"
22,22.00000000,1,"(1, 2, 2, 1, 2)"
23,23.00000000,1,"(2, 2, 2, 1, 2)"
23/2,11.50000000,1,"(1, 1, 1, 2, 0)"
23/4,5.75000000,1,"(2, 1, 1, 0, 0)"
24,24.00000000,2,"(0, 1, 1, 3, 2)"
25,25.00000000,1,"(1, 1, 1, 3, 2)"
25/2,12.50000000,1,"(2, 1, 1, 2, 0)"
25/4,6.25000000,1,"(1, 2, 1, 0, 0)"
26,26.00000000,1,"(2, 1, 1, 3, 2)"
27,27.00000000,3,"(0, 0, 3, 3, 2)"
27/2,13.50000000,4,"(0, 0, 0, 1, 2)"
27/4,6.75000000,4,"(0, 0, 0, 2, 0)"
27/8,3.37500000,1,"(0, 0, 0, 1, 0)"
28,28.00000000,2,"(1, 0, 3, 3, 2)"
29,29.00000000,2,"(2, 0, 3, 3, 2)"
29/2,14.50000000,3,"(1, 0, 0, 1, 2)"
29/4,7.25000000,1,"(2, 2, 1, 0, 0)"
30,30.00000000,3,"(0, 2, 3, 3, 2)"
31,31.00000000,1,"(1, 2, 3, 3, 2)"
31/2,15.50000000,3,"(2, 0, 0, 1, 2)"
31/4,7.75000000,3,"(1, 0, 0, 2, 0)"
32,32.00000000,1,"(2, 2, 3, 3, 2)"
33,33.00000000,1,"(3, 2, 3, 3, 2)"
33/2,16.50000000,5,"(0, 2, 0, 1, 2)"
33/4,8.25000000,3,"(0, 1, 0, 2, 0)"
35/2,17.50000000,2,"(1, 2, 0, 1, 2)"
35/4,8.75000000,3,"(2, 0, 0, 2, 0)"
35/8,4.37500000,1,"(1, 0, 0, 1, 0)"
37/2,18.50000000,2,"(2, 2, 0, 1, 2)"
37/4,9.25000000,2,"(1, 1, 0, 2, 0)"
39/2,19.50000000,3,"(0, 1, 2, 1, 2)"
39/4,9.75000000,5,"(0, 2, 0, 2, 0)"
39/8,4.87500000,1,"(0, 1, 0, 1, 0)"
41/2,20.50000000,1,"(1, 1, 2, 1, 2)"
41/4,10.25000000,2,"(2, 1, 0, 2, 0)"
43/2,21.50000000,1,"(2, 1, 2, 1, 2)"
43/4,10.75000000,2,"(1, 2, 0, 2, 0)"
43/8,5.37500000,1,"(2, 0, 0, 1, 0)"
45/2,22.50000000,3,"(0, 0, 1, 3, 2)"
45/4,11.25000000,5,"(0, 0, 2, 2, 0)"
45/8,5.62500000,1,"(0, 0, 1, 1, 0)"
47/2,23.50000000,2,"(1, 0, 1, 3, 2)"
47/4,11.75000000,2,"(2, 2, 0, 2, 0)"
47/8,5.87500000,1,"(1, 1, 0, 1, 0)"
49/2,24.50000000,2,"(2, 0, 1, 3, 2)"
49/4,12.25000000,3,"(1, 0, 2, 2, 0)"
51/2,25.50000000,3,"(0, 2, 1, 3, 2)"
51/4,12.75000000,3,"(0, 1, 2, 2, 0)"
51/8,6.37500000,2,"(0, 2, 0, 1, 0)"
53/2,26.50000000,1,"(1, 2, 1, 3, 2)"
53/4,13.25000000,3,"(2, 0, 2, 2, 0)"
53/8,6.62500000,1,"(1, 0, 1, 1, 0)"
55/2,27.50000000,1,"(2, 2, 1, 3, 2)"
55/4,13.75000000,1,"(1, 1, 2, 2, 0)"
55/8,6.87500000,1,"(2, 1, 0, 1, 0)"
57/2,28.50000000,2,"(0, 1, 3, 3, 2)"
57/4,14.25000000,4,"(0, 2, 2, 2, 0)"
57/8,7.12500000,1,"(0, 1, 1, 1, 0)"
59/2,29.50000000,1,"(1, 1, 3, 3, 2)"
59/4,14.75000000,1,"(2, 1, 2, 2, 0)"
59/8,7.37500000,1,"(1, 2, 0, 1, 0)"
61/2,30.50000000,1,"(2, 1, 3, 3, 2)"
61/4,15.25000000,1,"(1, 2, 2, 2, 0)"
61/8,7.62500000,1,"(2, 0, 1, 1, 0)"
63/2,31.50000000,2,"(0, 3, 3, 3, 2)"
63/4,15.75000000,3,"(0, 0, 1, 1, 2)"
63/8,7.87500000,3,"(0, 0, 2, 1, 0)"
65/2,32.50000000,1,"(1, 3, 3, 3, 2)"
65/4,16.25000000,1,"(2, 2, 2, 2, 0)"
65/8,8.12500000,1,"(1, 1, 1, 1, 0)"
67/2,33.50000000,1,"(2, 3, 3, 3, 2)"
67/4,16.75000000,2,"(1, 0, 1, 1, 2)"
67/8,8.37500000,1,"(2, 2, 0, 1, 0)"
69/2,34.50000000,1,"(3, 3, 3, 3, 2)"
69/4,17.25000000,2,"(0, 1, 1, 1, 2)"
69/8,8.62500000,2,"(0, 2, 1, 1, 0)"
71/4,17.75000000,2,"(2, 0, 1, 1, 2)"
71/8,8.87500000,2,"(1, 0, 2, 1, 0)"
73/4,18.25000000,1,"(1, 1, 1, 1, 2)"
73/8,9.12500000,1,"(2, 1, 1, 1, 0)"
75/4,18.75000000,3,"(0, 2, 1, 1, 2)"
75/8,9.37500000,2,"(0, 1, 2, 1, 0)"
77/4,19.25000000,1,"(2, 1, 1, 1, 2)"
77/8,9.62500000,1,"(1, 2, 1, 1, 0)"
79/4,19.75000000,1,"(1, 2, 1, 1, 2)"
79/8,9.87500000,2,"(2, 0, 2, 1, 0)"
81/4,20.25000000,4,"(0, 0, 0, 3, 2)"
81/8,10.12500000,5,"(0, 0, 0, 0, 2)"
81/16,5.06250000,1,"(0, 0, 0, 0, 1)"
83/4,20.75000000,1,"(2, 2, 1, 1, 2)"
83/8,10.37500000,1,"(1, 1, 2, 1, 0)"
85/4,21.25000000,3,"(1, 0, 0, 3, 2)"
85/8,10.62500000,1,"(2, 2, 1, 1, 0)"
87/4,21.75000000,3,"(0, 1, 0, 3, 2)"
87/8,10.87500000,3,"(0, 2, 2, 1, 0)"
89/4,22.25000000,3,"(2, 0, 0, 3, 2)"
89/8,11.12500000,4,"(1, 0, 0, 0, 2)"
91/4,22.75000000,2,"(1, 1, 0, 3, 2)"
91/8,11.37500000,1,"(2, 1, 2, 1, 0)"
93/4,23.25000000,5,"(0, 2, 0, 3, 2)"
93/8,11.62500000,4,"(0, 1, 0, 0, 2)"
95/4,23.75000000,2,"(2, 1, 0, 3, 2)"
95/8,11.87500000,1,"(1, 2, 2, 1, 0)"
97/4,24.25000000,2,"(1, 2, 0, 3, 2)"
97/8,12.12500000,4,"(2, 0, 0, 0, 2)"
97/16,6.06250000,1,"(1, 0, 0, 0, 1)"
99/4,24.75000000,5,"(0, 0, 2, 3, 2)"
99/8,12.37500000,4,"(0, 0, 1, 0, 2)"
101/4,25.25000000,2,"(2, 2, 0, 3, 2)"
101/8,12.62500000,3,"(1, 1, 0, 0, 2)"
103/4,25.75000000,3,"(1, 0, 2, 3, 2)"
103/8,12.87500000,1,"(2, 2, 2, 1, 0)"
105/4,26.25000000,3,"(0, 1, 2, 3, 2)"
105/8,13.12500000,7,"(0, 2, 0, 0, 2)"
105/16,6.56250000,1,"(0, 1, 0, 0, 1)"
107/4,26.75000000,3,"(2, 0, 2, 3, 2)"
107/8,13.37500000,3,"(1, 0, 1, 0, 2)"
109/4,27.25000000,1,"(1, 1, 2, 3, 2)"
109/8,13.62500000,3,"(2, 1, 0, 0, 2)"
111/4,27.75000000,4,"(0, 2, 2, 3, 2)"
111/8,13.87500000,3,"(0, 1, 1, 0, 2)"
113/4,28.25000000,1,"(2, 1, 2, 3, 2)"
113/8,14.12500000,3,"(1, 2, 0, 0, 2)"
113/16,7.06250000,1,"(2, 0, 0, 0, 1)"
115/4,28.75000000,1,"(1, 2, 2, 3, 2)"
115/8,14.37500000,3,"(2, 0, 1, 0, 2)"
117/4,29.25000000,2,"(0, 3, 2, 3, 2)"
117/8,14.62500000,8,"(0, 0, 2, 0, 2)"
117/16,7.31250000,1,"(0, 0, 1, 0, 1)"
119/4,29.75000000,1,"(2, 2, 2, 3, 2)"
119/8,14.87500000,2,"(1, 1, 1, 0, 2)"
121/4,30.25000000,1,"(1, 3, 2, 3, 2)"
121/8,15.12500000,3,"(2, 2, 0, 0, 2)"
121/16,7.56250000,1,"(1, 1, 0, 0, 1)"
123/4,30.75000000,1,"(3, 2, 2, 3, 2)"
123/8,15.37500000,5,"(0, 2, 1, 0, 2)"
125/4,31.25000000,1,"(2, 3, 2, 3, 2)"
125/8,15.62500000,5,"(1, 0, 2, 0, 2)"
127/8,15.87500000,2,"(2, 1, 1, 0, 2)"
129/4,32.25000000,1,"(3, 3, 2, 3, 2)"
129/8,16.12500000,5,"(0, 1, 2, 0, 2)"
129/16,8.06250000,2,"(0, 2, 0, 0, 1)"
131/8,16.37500000,2,"(1, 2, 1, 0, 2)"
133/8,16.62500000,5,"(2, 0, 2, 0, 2)"
133/16,8.31250000,1,"(1, 0, 1, 0, 1)"
135/8,16.87500000,7,"(0, 0, 0, 2, 2)"
135/16,8.43750000,1,"(0, 0, 0, 1, 1)"
137/8,17.12500000,2,"(1, 1, 2, 0, 2)"
137/16,8.56250000,1,"(2, 1, 0, 0, 1)"
139/8,17.37500000,2,"(2, 2, 1, 0, 2)"
141/8,17.62500000,7,"(0, 2, 2, 0, 2)"
141/16,8.81250000,1,"(0, 1, 1, 0, 1)"
143/8,17.87500000,5,"(1, 0, 0, 2, 2)"
145/8,18.12500000,2,"(2, 1, 2, 0, 2)"
145/16,9.06250000,1,"(1, 2, 0, 0, 1)"
147/8,18.37500000,5,"(0, 1, 0, 2, 2)"
149/8,18.62500000,2,"(1, 2, 2, 0, 2)"
149/16,9.31250000,1,"(2, 0, 1, 0, 1)"
151/8,18.87500000,5,"(2, 0, 0, 2, 2)"
151/16,9.43750000,1,"(1, 0, 0, 1, 1)"
153/8,19.12500000,5,"(0, 0, 1, 2, 2)"
153/16,9.56250000,3,"(0, 0, 2, 0, 1)"
155/8,19.37500000,3,"(1, 1, 0, 2, 2)"
157/8,19.62500000,2,"(2, 2, 2, 0, 2)"
157/16,9.81250000,1,"(1, 1, 1, 0, 1)"
159/8,19.87500000,8,"(0, 2, 0, 2, 2)"
159/16,9.93750000,1,"(0, 1, 0, 1, 1)"
161/8,20.12500000,3,"(1, 0, 1, 2, 2)"
161/16,10.06250000,1,"(2, 2, 0, 0, 1)"
163/8,20.37500000,3,"(2, 1, 0, 2, 2)"
165/8,20.62500000,3,"(0, 1, 1, 2, 2)"
165/16,10.31250000,2,"(0, 2, 1, 0, 1)"
167/8,20.87500000,3,"(1, 2, 0, 2, 2)"
167/16,10.43750000,1,"(2, 0, 0, 1, 1)"
169/8,21.12500000,3,"(2, 0, 1, 2, 2)"
169/16,10.56250000,2,"(1, 0, 2, 0, 1)"
171/8,21.37500000,7,"(0, 0, 2, 2, 2)"
171/16,10.68750000,1,"(0, 0, 1, 1, 1)"
173/8,21.62500000,1,"(1, 1, 1, 2, 2)"
173/16,10.81250000,1,"(2, 1, 1, 0, 1)"
175/8,21.87500000,3,"(2, 2, 0, 2, 2)"
175/16,10.93750000,1,"(1, 1, 0, 1, 1)"
177/8,22.12500000,4,"(0, 2, 1, 2, 2)"
177/16,11.06250000,2,"(0, 1, 2, 0, 1)"
179/8,22.37500000,4,"(1, 0, 2, 2, 2)"
181/8,22.62500000,1,"(2, 1, 1, 2, 2)"
181/16,11.31250000,1,"(1, 2, 1, 0, 1)"
183/8,22.87500000,4,"(0, 1, 2, 2, 2)"
183/16,11.43750000,2,"(0, 2, 0, 1, 1)"
185/8,23.12500000,1,"(1, 2, 1, 2, 2)"
185/16,11.56250000,2,"(2, 0, 2, 0, 1)"
187/8,23.37500000,4,"(2, 0, 2, 2, 2)"
187/16,11.68750000,1,"(1, 0, 1, 1, 1)"
189/8,23.62500000,3,"(0, 0, 3, 2, 2)"
189/16,11.81250000,4,"(0, 0, 0, 2, 1)"
191/8,23.87500000,1,"(1, 1, 2, 2, 2)"
191/16,11.93750000,1,"(2, 1, 0, 1, 1)"
193/8,24.12500000,1,"(2, 2, 1, 2, 2)"
193/16,12.06250000,1,"(1, 1, 2, 0, 1)"
195/8,24.37500000,5,"(0, 2, 2, 2, 2)"
195/16,12.18750000,1,"(0, 1, 1, 1, 1)"
197/8,24.62500000,2,"(1, 0, 3, 2, 2)"
197/16,12.31250000,1,"(2, 2, 1, 0, 1)"
199/8,24.87500000,1,"(2, 1, 2, 2, 2)"
199/16,12.43750000,1,"(1, 2, 0, 1, 1)"
201/8,25.12500000,2,"(0, 1, 3, 2, 2)"
201/16,12.56250000,3,"(0, 2, 2, 0, 1)"
203/8,25.37500000,1,"(1, 2, 2, 2, 2)"
203/16,12.68750000,1,"(2, 0, 1, 1, 1)"
205/8,25.62500000,2,"(2, 0, 3, 2, 2)"
205/16,12.81250000,3,"(1, 0, 0, 2, 1)"
207/8,25.87500000,2,"(0, 3, 2, 2, 2)"
207/16,12.93750000,3,"(0, 0, 2, 1, 1)"
209/8,26.12500000,1,"(1, 1, 3, 2, 2)"
209/16,13.06250000,1,"(2, 1, 2, 0, 1)"
211/8,26.37500000,1,"(2, 2, 2, 2, 2)"
211/16,13.18750000,1,"(1, 1, 1, 1, 1)"
213/8,26.62500000,3,"(0, 2, 3, 2, 2)"
213/16,13.31250000,3,"(0, 1, 0, 2, 1)"
215/8,26.87500000,1,"(1, 3, 2, 2, 2)"
215/16,13.43750000,1,"(2, 2, 0, 1, 1)"
217/8,27.12500000,1,"(2, 1, 3, 2, 2)"
217/16,13.56250000,1,"(1, 2, 2, 0, 1)"
219/8,27.37500000,1,"(3, 2, 2, 2, 2)"
219/16,13.68750000,2,"(0, 2, 1, 1, 1)"
221/8,27.62500000,1,"(1, 2, 3, 2, 2)"
221/16,13.81250000,3,"(2, 0, 0, 2, 1)"
223/8,27.87500000,1,"(2, 3, 2, 2, 2)"
223/16,13.93750000,2,"(1, 0, 2, 1, 1)"
225/8,28.12500000,2,"(0, 3, 3, 2, 2)"
225/16,14.06250000,3,"(0, 0, 1, 2, 1)"
227/16,14.18750000,1,"(2, 1, 1, 1, 1)"
229/8,28.62500000,1,"(2, 2, 3, 2, 2)"
229/16,14.31250000,2,"(1, 1, 0, 2, 1)"
231/8,28.87500000,1,"(3, 3, 2, 2, 2)"
231/16,14.43750000,2,"(0, 1, 2, 1, 1)"
233/8,29.12500000,1,"(1, 3, 3, 2, 2)"
233/16,14.56250000,1,"(2, 2, 2, 0, 1)"
235/16,14.68750000,1,"(1, 2, 1, 1, 1)"
237/8,29.62500000,1,"(3, 2, 3, 2, 2)"
237/16,14.81250000,5,"(0, 2, 0, 2, 1)"
239/16,14.93750000,2,"(2, 0, 2, 1, 1)"
241/8,30.12500000,1,"(2, 3, 3, 2, 2)"
241/16,15.06250000,2,"(1, 0, 1, 2, 1)"
243/16,15.18750000,5,"(0, 0, 0, 0, 3)"
245/16,15.31250000,2,"(2, 1, 0, 2, 1)"
247/16,15.43750000,1,"(1, 1, 2, 1, 1)"
249/8,31.12500000,1,"(3, 3, 3, 2, 2)"
249/16,15.56250000,2,"(0, 1, 1, 2, 1)"
251/16,15.68750000,1,"(2, 2, 1, 1, 1)"
253/16,15.81250000,2,"(1, 2, 0, 2, 1)"
255/16,15.93750000,3,"(0, 2, 2, 1, 1)"
257/16,16.06250000,2,"(2, 0, 1, 2, 1)"
259/16,16.18750000,4,"(1, 0, 0, 0, 3)"
261/16,16.31250000,5,"(0, 0, 2, 2, 1)"
263/16,16.43750000,1,"(2, 1, 2, 1, 1)"
265/16,16.56250000,1,"(1, 1, 1, 2, 1)"
267/16,16.68750000,4,"(0, 1, 0, 0, 3)"
269/16,16.81250000,2,"(2, 2, 0, 2, 1)"
271/16,16.93750000,1,"(1, 2, 2, 1, 1)"
273/16,17.06250000,3,"(0, 2, 1, 2, 1)"
275/16,17.18750000,4,"(2, 0, 0, 0, 3)"
277/16,17.31250000,3,"(1, 0, 2, 2, 1)"
279/16,17.43750000,4,"(0, 0, 1, 0, 3)"
281/16,17.56250000,1,"(2, 1, 1, 2, 1)"
283/16,17.68750000,3,"(1, 1, 0, 0, 3)"
285/16,17.81250000,3,"(0, 1, 2, 2, 1)"
287/16,17.93750000,1,"(2, 2, 2, 1, 1)"
289/16,18.06250000,1,"(1, 2, 1, 2, 1)"
291/16,18.18750000,7,"(0, 2, 0, 0, 3)"
293/16,18.31250000,3,"(2, 0, 2, 2, 1)"
295/16,18.43750000,3,"(1, 0, 1, 0, 3)"
297/16,18.56250000,4,"(0, 0, 0, 1, 3)"
299/16,18.68750000,3,"(2, 1, 0, 0, 3)"
301/16,18.81250000,1,"(1, 1, 2, 2, 1)"
303/16,18.93750000,3,"(0, 1, 1, 0, 3)"
305/16,19.06250000,1,"(2, 2, 1, 2, 1)"
307/16,19.18750000,3,"(1, 2, 0, 0, 3)"
309/16,19.31250000,4,"(0, 2, 2, 2, 1)"
311/16,19.43750000,3,"(2, 0, 1, 0, 3)"
313/16,19.56250000,3,"(1, 0, 0, 1, 3)"
315/16,19.68750000,8,"(0, 0, 2, 0, 3)"
317/16,19.81250000,1,"(2, 1, 2, 2, 1)"
319/16,19.93750000,2,"(1, 1, 1, 0, 3)"
321/16,20.06250000,3,"(0, 1, 0, 1, 3)"
323/16,20.18750000,3,"(2, 2, 0, 0, 3)"
325/16,20.31250000,1,"(1, 2, 2, 2, 1)"
327/16,20.43750000,5,"(0, 2, 1, 0, 3)"
329/16,20.56250000,3,"(2, 0, 0, 1, 3)"
331/16,20.68750000,5,"(1, 0, 2, 0, 3)"
333/16,20.81250000,3,"(0, 0, 1, 1, 3)"
335/16,20.93750000,2,"(2, 1, 1, 0, 3)"
337/16,21.06250000,2,"(1, 1, 0, 1, 3)"
339/16,21.18750000,5,"(0, 1, 2, 0, 3)"
341/16,21.31250000,1,"(2, 2, 2, 2, 1)"
343/16,21.43750000,2,"(1, 2, 1, 0, 3)"
345/16,21.56250000,5,"(0, 2, 0, 1, 3)"
347/16,21.68750000,5,"(2, 0, 2, 0, 3)"
349/16,21.81250000,2,"(1, 0, 1, 1, 3)"
351/16,21.93750000,7,"(0, 0, 0, 2, 3)"
353/16,22.06250000,2,"(2, 1, 0, 1, 3)"
355/16,22.18750000,2,"(1, 1, 2, 0, 3)"
357/16,22.31250000,2,"(0, 1, 1, 1, 3)"
359/16,22.43750000,2,"(2, 2, 1, 0, 3)"
361/16,22.56250000,2,"(1, 2, 0, 1, 3)"
363/16,22.68750000,7,"(0, 2, 2, 0, 3)"
365/16,22.81250000,2,"(2, 0, 1, 1, 3)"
367/16,22.93750000,5,"(1, 0, 0, 2, 3)"
369/16,23.06250000,5,"(0, 0, 2, 1, 3)"
371/16,23.18750000,2,"(2, 1, 2, 0, 3)"
373/16,23.31250000,1,"(1, 1, 1, 1, 3)"
375/16,23.43750000,5,"(0, 1, 0, 2, 3)"
377/16,23.56250000,2,"(2, 2, 0, 1, 3)"
379/16,23.68750000,2,"(1, 2, 2, 0, 3)"
381/16,23.81250000,3,"(0, 2, 1, 1, 3)"
383/16,23.93750000,5,"(2, 0, 0, 2, 3)"
385/16,24.06250000,3,"(1, 0, 2, 1, 3)"
387/16,24.18750000,5,"(0, 0, 1, 2, 3)"
389/16,24.31250000,1,"(2, 1, 1, 1, 3)"
391/16,24.43750000,3,"(1, 1, 0, 2, 3)"
393/16,24.56250000,3,"(0, 1, 2, 1, 3)"
395/16,24.68750000,2,"(2, 2, 2, 0, 3)"
397/16,24.81250000,1,"(1, 2, 1, 1, 3)"
399/16,24.93750000,8,"(0, 2, 0, 2, 3)"
401/16,25.06250000,3,"(2, 0, 2, 1, 3)"
403/16,25.18750000,3,"(1, 0, 1, 2, 3)"
405/16,25.31250000,4,"(0, 0, 0, 3, 3)"
407/16,25.43750000,3,"(2, 1, 0, 2, 3)"
409/16,25.56250000,1,"(1, 1, 2, 1, 3)"
411/16,25.68750000,3,"(0, 1, 1, 2, 3)"
413/16,25.81250000,1,"(2, 2, 1, 1, 3)"
415/16,25.93750000,3,"(1, 2, 0, 2, 3)"
417/16,26.06250000,4,"(0, 2, 2, 1, 3)"
419/16,26.18750000,3,"(2, 0, 1, 2, 3)"
421/16,26.31250000,3,"(1, 0, 0, 3, 3)"
423/16,26.43750000,7,"(0, 0, 2, 2, 3)"
425/16,26.56250000,1,"(2, 1, 2, 1, 3)"
427/16,26.68750000,1,"(1, 1, 1, 2, 3)"
429/16,26.81250000,3,"(0, 1, 0, 3, 3)"
431/16,26.93750000,3,"(2, 2, 0, 2, 3)"
433/16,27.06250000,1,"(1, 2, 2, 1, 3)"
435/16,27.18750000,4,"(0, 2, 1, 2, 3)"
437/16,27.31250000,3,"(2, 0, 0, 3, 3)"
439/16,27.43750000,4,"(1, 0, 2, 2, 3)"
441/16,27.56250000,3,"(0, 0, 1, 3, 3)"
443/16,27.68750000,1,"(2, 1, 1, 2, 3)"
445/16,27.81250000,2,"(1, 1, 0, 3, 3)"
447/16,27.93750000,4,"(0, 1, 2, 2, 3)"
449/16,28.06250000,1,"(2, 2, 2, 1, 3)"
451/16,28.18750000,1,"(1, 2, 1, 2, 3)"
453/16,28.31250000,5,"(0, 2, 0, 3, 3)"
455/16,28.43750000,4,"(2, 0, 2, 2, 3)"
457/16,28.56250000,2,"(1, 0, 1, 3, 3)"
459/16,28.68750000,3,"(0, 0, 3, 2, 3)"
461/16,28.81250000,2,"(2, 1, 0, 3, 3)"
463/16,28.93750000,1,"(1, 1, 2, 2, 3)"
465/16,29.06250000,2,"(0, 1, 1, 3, 3)"
467/16,29.18750000,1,"(2, 2, 1, 2, 3)"
469/16,29.31250000,2,"(1, 2, 0, 3, 3)"
471/16,29.43750000,5,"(0, 2, 2, 2, 3)"
473/16,29.56250000,2,"(2, 0, 1, 3, 3)"
475/16,29.68750000,2,"(1, 0, 3, 2, 3)"
477/16,29.81250000,5,"(0, 0, 2, 3, 3)"
479/16,29.93750000,1,"(2, 1, 2, 2, 3)"
481/16,30.06250000,1,"(1, 1, 1, 3, 3)"
483/16,30.18750000,2,"(0, 1, 3, 2, 3)"
485/16,30.31250000,2,"(2, 2, 0, 3, 3)"
487/16,30.43750000,1,"(1, 2, 2, 2, 3)"
489/16,30.56250000,3,"(0, 2, 1, 3, 3)"
491/16,30.68750000,2,"(2, 0, 3, 2, 3)"
493/16,30.81250000,3,"(1, 0, 2, 3, 3)"
495/16,30.93750000,2,"(0, 3, 2, 2, 3)"
497/16,31.06250000,1,"(2, 1, 1, 3, 3)"
499/16,31.18750000,1,"(1, 1, 3, 2, 3)"
501/16,31.31250000,3,"(0, 1, 2, 3, 3)"
503/16,31.43750000,1,"(2, 2, 2, 2, 3)"
505/16,31.56250000,1,"(1, 2, 1, 3, 3)"
507/16,31.68750000,3,"(0, 2, 3, 2, 3)"
509/16,31.81250000,3,"(2, 0, 2, 3, 3)"
511/16,31.93750000,1,"(1, 3, 2, 2, 3)"
513/16,32.06250000,3,"(0, 0, 3, 3, 3)"
515/16,32.18750000,1,"(2, 1, 3, 2, 3)"
517/16,32.31250000,1,"(1, 1, 2, 3, 3)"
519/16,32.43750000,1,"(3, 2, 2, 2, 3)"
521/16,32.56250000,1,"(2, 2, 1, 3, 3)"
523/16,32.68750000,1,"(1, 2, 3, 2, 3)"
525/16,32.81250000,4,"(0, 2, 2, 3, 3)"
527/16,32.93750000,1,"(2, 3, 2, 2, 3)"
529/16,33.06250000,2,"(1, 0, 3, 3, 3)"
531/16,33.18750000,2,"(0, 3, 3, 2, 3)"
533/16,33.31250000,1,"(2, 1, 2, 3, 3)"
537/16,33.56250000,2,"(0, 1, 3, 3, 3)"
539/16,33.68750000,1,"(2, 2, 3, 2, 3)"
541/16,33.81250000,1,"(1, 2, 2, 3, 3)"
543/16,33.93750000,1,"(3, 3, 2, 2, 3)"
545/16,34.06250000,2,"(2, 0, 3, 3, 3)"
547/16,34.18750000,1,"(1, 3, 3, 2, 3)"
549/16,34.31250000,2,"(0, 3, 2, 3, 3)"
553/16,34.56250000,1,"(1, 1, 3, 3, 3)"
555/16,34.68750000,1,"(3, 2, 3, 2, 3)"
557/16,34.81250000,1,"(2, 2, 2, 3, 3)"
561/16,35.06250000,3,"(0, 2, 3, 3, 3)"
563/16,35.18750000,1,"(2, 3, 3, 2, 3)"
565/16,35.31250000,1,"(1, 3, 2, 3, 3)"
569/16,35.56250000,1,"(2, 1, 3, 3, 3)"
573/16,35.81250000,1,"(3, 2, 2, 3, 3)"
577/16,36.06250000,1,"(1, 2, 3, 3, 3)"
579/16,36.18750000,1,"(3, 3, 3, 2, 3)"
581/16,36.31250000,1,"(2, 3, 2, 3, 3)"
585/16,36.56250000,2,"(0, 3, 3, 3, 3)"
593/16,37.06250000,1,"(2, 2, 3, 3, 3)"
597/16,37.31250000,1,"(3, 3, 2, 3, 3)"
601/16,37.56250000,1,"(1, 3, 3, 3, 3)"
609/16,38.06250000,1,"(3, 2, 3, 3, 3)"
617/16,38.56250000,1,"(2, 3, 3, 3, 3)"
633/16,39.56250000,1,"(3, 3, 3, 3, 3)"
