element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
154/81,1.90123457,154,81,"[2, 3, 7, 11]","[1, -4, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
155/27,5.74074074,155,27,"[3, 5, 31]","[0, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
157/27,5.81481481,157,27,"[3, 157]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
157/81,1.93827160,157,81,"[3, 157]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
158/27,5.85185185,158,27,"[2, 3, 79]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
158/81,1.95061728,158,81,"[2, 3, 79]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
160/27,5.92592593,160,27,"[2, 3, 5]","[5, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
160/81,1.97530864,160,81,"[2, 3, 5]","[5, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
160/243,0.65843621,160,243,"[2, 3, 5]","[5, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
161/27,5.96296296,161,27,"[3, 7, 23]","[0, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
161/81,1.98765432,161,81,"[3, 7, 23]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
163/27,6.03703704,163,27,"[3, 163]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
164/27,6.07407407,164,27,"[2, 3, 41]","[2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
164/81,2.02469136,164,81,"[2, 3, 41]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
166/27,6.14814815,166,27,"[2, 3, 83]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
166/81,2.04938272,166,81,"[2, 3, 83]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
167/27,6.18518519,167,27,"[3, 167]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
167/81,2.06172840,167,81,"[3, 167]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
169/27,6.25925926,169,27,"[3, 13]","[0, -3, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
169/81,2.08641975,169,81,"[3, 13]","[0, -4, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
170/81,2.09876543,170,81,"[2, 3, 5, 17]","[1, -4, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
172/27,6.37037037,172,27,"[2, 3, 43]","[2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
172/81,2.12345679,172,81,"[2, 3, 43]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
172/243,0.70781893,172,243,"[2, 3, 43]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
173/27,6.40740741,173,27,"[3, 173]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
173/81,2.13580247,173,81,"[3, 173]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
175/27,6.48148148,175,27,"[3, 5, 7]","[0, -3, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
175/81,2.16049383,175,81,"[3, 5, 7]","[0, -4, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
176/27,6.51851852,176,27,"[2, 3, 11]","[4, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
176/81,2.17283951,176,81,"[2, 3, 11]","[4, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
176/243,0.72427984,176,243,"[2, 3, 11]","[4, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
178/81,2.19753086,178,81,"[2, 3, 89]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
179/27,6.62962963,179,27,"[3, 179]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
181/27,6.70370370,181,27,"[3, 181]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
181/81,2.23456790,181,81,"[3, 181]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
182/81,2.24691358,182,81,"[2, 3, 7, 13]","[1, -4, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
184/27,6.81481481,184,27,"[2, 3, 23]","[3, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
184/81,2.27160494,184,81,"[2, 3, 23]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
184/243,0.75720165,184,243,"[2, 3, 23]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
185/27,6.85185185,185,27,"[3, 5, 37]","[0, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
185/81,2.28395062,185,81,"[3, 5, 37]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
187/27,6.92592593,187,27,"[3, 11, 17]","[0, -3, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
187/81,2.30864198,187,81,"[3, 11, 17]","[0, -4, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
188/81,2.32098765,188,81,"[2, 3, 47]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
188/243,0.77366255,188,243,"[2, 3, 47]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
190/81,2.34567901,190,81,"[2, 3, 5, 19]","[1, -4, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
191/27,7.07407407,191,27,"[3, 191]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
191/81,2.35802469,191,81,"[3, 191]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
193/27,7.14814815,193,27,"[3, 193]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
193/81,2.38271605,193,81,"[3, 193]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
194/81,2.39506173,194,81,"[2, 3, 97]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
194/243,0.79835391,194,243,"[2, 3, 97]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
196/81,2.41975309,196,81,"[2, 3, 7]","[2, -4, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
197/81,2.43209877,197,81,"[3, 197]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
199/27,7.37037037,199,27,"[3, 199]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
199/81,2.45679012,199,81,"[3, 199]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
200/81,2.46913580,200,81,"[2, 3, 5]","[3, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
200/243,0.82304527,200,243,"[2, 3, 5]","[3, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
202/81,2.49382716,202,81,"[2, 3, 101]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
203/27,7.51851852,203,27,"[3, 7, 29]","[0, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
203/81,2.50617284,203,81,"[3, 7, 29]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
205/81,2.53086420,205,81,"[3, 5, 41]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
206/81,2.54320988,206,81,"[2, 3, 103]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
208/81,2.56790123,208,81,"[2, 3, 13]","[4, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
208/243,0.85596708,208,243,"[2, 3, 13]","[4, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
209/81,2.58024691,209,81,"[3, 11, 19]","[0, -4, 0, 0, 1, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
211/27,7.81481481,211,27,"[3, 211]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
211/81,2.60493827,211,81,"[3, 211]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
212/81,2.61728395,212,81,"[2, 3, 53]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
212/243,0.87242798,212,243,"[2, 3, 53]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
214/81,2.64197531,214,81,"[2, 3, 107]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
215/81,2.65432099,215,81,"[3, 5, 43]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
217/81,2.67901235,217,81,"[3, 7, 31]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
218/81,2.69135802,218,81,"[2, 3, 109]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
220/81,2.71604938,220,81,"[2, 3, 5, 11]","[2, -4, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
220/243,0.90534979,220,243,"[2, 3, 5, 11]","[2, -5, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
221/81,2.72839506,221,81,"[3, 13, 17]","[0, -4, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
223/81,2.75308642,223,81,"[3, 223]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
224/81,2.76543210,224,81,"[2, 3, 7]","[5, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
224/243,0.92181070,224,243,"[2, 3, 7]","[5, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
226/81,2.79012346,226,81,"[2, 3, 113]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
226/243,0.93004115,226,243,"[2, 3, 113]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
227/81,2.80246914,227,81,"[3, 227]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
229/81,2.82716049,229,81,"[3, 229]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
230/81,2.83950617,230,81,"[2, 3, 5, 23]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
232/81,2.86419753,232,81,"[2, 3, 29]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
232/243,0.95473251,232,243,"[2, 3, 29]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
233/81,2.87654321,233,81,"[3, 233]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
235/81,2.90123457,235,81,"[3, 5, 47]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
236/81,2.91358025,236,81,"[2, 3, 59]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
236/243,0.97119342,236,243,"[2, 3, 59]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
238/81,2.93827160,238,81,"[2, 3, 7, 17]","[1, -4, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
239/81,2.95061728,239,81,"[3, 239]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
241/81,2.97530864,241,81,"[3, 241]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
242/81,2.98765432,242,81,"[2, 3, 11]","[1, -4, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
242/243,0.99588477,242,243,"[2, 3, 11]","[1, -5, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
244/81,3.01234568,244,81,"[2, 3, 61]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
244/243,1.00411523,244,243,"[2, 3, 61]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
245/81,3.02469136,245,81,"[3, 5, 7]","[0, -4, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
247/81,3.04938272,247,81,"[3, 13, 19]","[0, -4, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
248/81,3.06172840,248,81,"[2, 3, 31]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
248/243,1.02057613,248,243,"[2, 3, 31]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
250/81,3.08641975,250,81,"[2, 3, 5]","[1, -4, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
251/81,3.09876543,251,81,"[3, 251]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
253/81,3.12345679,253,81,"[3, 11, 23]","[0, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
254/81,3.13580247,254,81,"[2, 3, 127]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
256/81,3.16049383,256,81,"[2, 3]","[8, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
256/243,1.05349794,256,243,"[2, 3]","[8, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
257/81,3.17283951,257,81,"[3, 257]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
259/81,3.19753086,259,81,"[3, 7, 37]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
260/81,3.20987654,260,81,"[2, 3, 5, 13]","[2, -4, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
260/243,1.06995885,260,243,"[2, 3, 5, 13]","[2, -5, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
262/81,3.23456790,262,81,"[2, 3, 131]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
263/81,3.24691358,263,81,"[3, 263]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
265/81,3.27160494,265,81,"[3, 5, 53]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
266/81,3.28395062,266,81,"[2, 3, 7, 19]","[1, -4, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
266/243,1.09465021,266,243,"[2, 3, 7, 19]","[1, -5, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
268/81,3.30864198,268,81,"[2, 3, 67]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
268/243,1.10288066,268,243,"[2, 3, 67]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
269/81,3.32098765,269,81,"[3, 269]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
271/81,3.34567901,271,81,"[3, 271]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
272/81,3.35802469,272,81,"[2, 3, 17]","[4, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
272/243,1.11934156,272,243,"[2, 3, 17]","[4, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
274/81,3.38271605,274,81,"[2, 3, 137]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
274/243,1.12757202,274,243,"[2, 3, 137]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
275/81,3.39506173,275,81,"[3, 5, 11]","[0, -4, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
275/243,1.13168724,275,243,"[3, 5, 11]","[0, -5, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
277/81,3.41975309,277,81,"[3, 277]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
278/81,3.43209877,278,81,"[2, 3, 139]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
280/81,3.45679012,280,81,"[2, 3, 5, 7]","[3, -4, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
280/243,1.15226337,280,243,"[2, 3, 5, 7]","[3, -5, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
281/81,3.46913580,281,81,"[3, 281]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
283/81,3.49382716,283,81,"[3, 283]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
284/81,3.50617284,284,81,"[2, 3, 71]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
284/243,1.16872428,284,243,"[2, 3, 71]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
286/81,3.53086420,286,81,"[2, 3, 11, 13]","[1, -4, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
287/81,3.54320988,287,81,"[3, 7, 41]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
289/81,3.56790123,289,81,"[3, 17]","[0, -4, 0, 0, 0, 0, 2, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
290/81,3.58024691,290,81,"[2, 3, 5, 29]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
290/243,1.19341564,290,243,"[2, 3, 5, 29]","[1, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
292/81,3.60493827,292,81,"[2, 3, 73]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
292/243,1.20164609,292,243,"[2, 3, 73]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
293/81,3.61728395,293,81,"[3, 293]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
295/81,3.64197531,295,81,"[3, 5, 59]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
296/81,3.65432099,296,81,"[2, 3, 37]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
296/243,1.21810700,296,243,"[2, 3, 37]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
298/81,3.67901235,298,81,"[2, 3, 149]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
298/243,1.22633745,298,243,"[2, 3, 149]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
299/81,3.69135802,299,81,"[3, 13, 23]","[0, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
301/81,3.71604938,301,81,"[3, 7, 43]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
302/81,3.72839506,302,81,"[2, 3, 151]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
302/243,1.24279835,302,243,"[2, 3, 151]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
304/81,3.75308642,304,81,"[2, 3, 19]","[4, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
304/243,1.25102881,304,243,"[2, 3, 19]","[4, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
305/81,3.76543210,305,81,"[3, 5, 61]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
307/81,3.79012346,307,81,"[3, 307]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
307/243,1.26337449,307,243,"[3, 307]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
308/81,3.80246914,308,81,"[2, 3, 7, 11]","[2, -4, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
308/243,1.26748971,308,243,"[2, 3, 7, 11]","[2, -5, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
310/81,3.82716049,310,81,"[2, 3, 5, 31]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
311/81,3.83950617,311,81,"[3, 311]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
313/81,3.86419753,313,81,"[3, 313]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
314/81,3.87654321,314,81,"[2, 3, 157]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
314/243,1.29218107,314,243,"[2, 3, 157]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
316/81,3.90123457,316,81,"[2, 3, 79]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
316/243,1.30041152,316,243,"[2, 3, 79]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
317/81,3.91358025,317,81,"[3, 317]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
319/81,3.93827160,319,81,"[3, 11, 29]","[0, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
320/81,3.95061728,320,81,"[2, 3, 5]","[6, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
320/243,1.31687243,320,243,"[2, 3, 5]","[6, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
322/81,3.97530864,322,81,"[2, 3, 7, 23]","[1, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
322/243,1.32510288,322,243,"[2, 3, 7, 23]","[1, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
323/81,3.98765432,323,81,"[3, 17, 19]","[0, -4, 0, 0, 0, 0, 1, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
323/243,1.32921811,323,243,"[3, 17, 19]","[0, -5, 0, 0, 0, 0, 1, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
325/81,4.01234568,325,81,"[3, 5, 13]","[0, -4, 2, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
326/81,4.02469136,326,81,"[2, 3, 163]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
328/81,4.04938272,328,81,"[2, 3, 41]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
328/243,1.34979424,328,243,"[2, 3, 41]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
329/81,4.06172840,329,81,"[3, 7, 47]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
331/81,4.08641975,331,81,"[3, 331]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
332/81,4.09876543,332,81,"[2, 3, 83]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
332/243,1.36625514,332,243,"[2, 3, 83]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
334/81,4.12345679,334,81,"[2, 3, 167]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
334/243,1.37448560,334,243,"[2, 3, 167]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
