element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
2129/1944,1.09516461,2129,1944,"[2, 3, 2129]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2135/1944,1.09825103,2135,1944,"[2, 3, 5, 7, 61]","[-3, -5, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2143/972,2.20473251,2143,972,"[2, 3, 2143]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2149/972,2.21090535,2149,972,"[2, 3, 7, 307]","[-2, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2161/648,3.33487654,2161,648,"[2, 3, 2161]","[-3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2161/864,2.50115741,2161,864,"[2, 3, 2161]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2161/972,2.22325103,2161,972,"[2, 3, 2161]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2161/3888,0.55581276,2161,3888,"[2, 3, 2161]","[-4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2165/864,2.50578704,2165,864,"[2, 3, 5, 433]","[-5, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2167/648,3.34413580,2167,648,"[2, 3, 11, 197]","[-3, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2167/972,2.22942387,2167,972,"[2, 3, 11, 197]","[-2, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2167/3888,0.55735597,2167,3888,"[2, 3, 11, 197]","[-4, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2173/864,2.51504630,2173,864,"[2, 3, 41, 53]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2179/648,3.36265432,2179,648,"[2, 3, 2179]","[-3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2179/3888,0.56044239,2179,3888,"[2, 3, 2179]","[-4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2185/648,3.37191358,2185,648,"[2, 3, 5, 19, 23]","[-3, -4, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2185/864,2.52893519,2185,864,"[2, 3, 5, 19, 23]","[-5, -3, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2185/3888,0.56198560,2185,3888,"[2, 3, 5, 19, 23]","[-4, -5, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2189/864,2.53356481,2189,864,"[2, 3, 11, 199]","[-5, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2197/648,3.39043210,2197,648,"[2, 3, 13]","[-3, -4, 0, 0, 0, 3, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2197/864,2.54282407,2197,864,"[2, 3, 13]","[-5, -3, 0, 0, 0, 3, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2197/972,2.26028807,2197,972,"[2, 3, 13]","[-2, -5, 0, 0, 0, 3, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2197/3888,0.56507202,2197,3888,"[2, 3, 13]","[-4, -5, 0, 0, 0, 3, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2203/648,3.39969136,2203,648,"[2, 3, 2203]","[-3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2203/972,2.26646091,2203,972,"[2, 3, 2203]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2203/3888,0.56661523,2203,3888,"[2, 3, 2203]","[-4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2209/864,2.55671296,2209,864,"[2, 3, 47]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2213/864,2.56134259,2213,864,"[2, 3, 2213]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2215/648,3.41820988,2215,648,"[2, 3, 5, 443]","[-3, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2215/3888,0.56970165,2215,3888,"[2, 3, 5, 443]","[-4, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2221/648,3.42746914,2221,648,"[2, 3, 2221]","[-3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2221/864,2.57060185,2221,864,"[2, 3, 2221]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2221/3888,0.57124486,2221,3888,"[2, 3, 2221]","[-4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2233/864,2.58449074,2233,864,"[2, 3, 7, 11, 29]","[-5, -3, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2237/864,2.58912037,2237,864,"[2, 3, 2237]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2245/864,2.59837963,2245,864,"[2, 3, 5, 449]","[-5, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2269/648,3.50154321,2269,648,"[2, 3, 2269]","[-3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2269/972,2.33436214,2269,972,"[2, 3, 2269]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2269/3888,0.58359053,2269,3888,"[2, 3, 2269]","[-4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2273/1944,1.16923868,2273,1944,"[2, 3, 2273]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2275/648,3.51080247,2275,648,"[2, 3, 5, 7, 13]","[-3, -4, 2, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2275/972,2.34053498,2275,972,"[2, 3, 5, 7, 13]","[-2, -5, 2, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2275/3888,0.58513374,2275,3888,"[2, 3, 5, 7, 13]","[-4, -5, 2, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2279/1944,1.17232510,2279,1944,"[2, 3, 43, 53]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2287/648,3.52932099,2287,648,"[2, 3, 2287]","[-3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2287/3888,0.58822016,2287,3888,"[2, 3, 2287]","[-4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2291/1944,1.17849794,2291,1944,"[2, 3, 29, 79]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2293/648,3.53858025,2293,648,"[2, 3, 2293]","[-3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2293/3888,0.58976337,2293,3888,"[2, 3, 2293]","[-4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2297/1944,1.18158436,2297,1944,"[2, 3, 2297]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2305/648,3.55709877,2305,648,"[2, 3, 5, 461]","[-3, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2305/972,2.37139918,2305,972,"[2, 3, 5, 461]","[-2, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2305/3888,0.59284979,2305,3888,"[2, 3, 5, 461]","[-4, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2311/648,3.56635802,2311,648,"[2, 3, 2311]","[-3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2311/972,2.37757202,2311,972,"[2, 3, 2311]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2311/3888,0.59439300,2311,3888,"[2, 3, 2311]","[-4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2323/648,3.58487654,2323,648,"[2, 3, 23, 101]","[-3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2323/972,2.38991770,2323,972,"[2, 3, 23, 101]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2323/3888,0.59747942,2323,3888,"[2, 3, 23, 101]","[-4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2327/1944,1.19701646,2327,1944,"[2, 3, 13, 179]","[-3, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2329/648,3.59413580,2329,648,"[2, 3, 17, 137]","[-3, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2329/972,2.39609053,2329,972,"[2, 3, 17, 137]","[-2, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2329/3888,0.59902263,2329,3888,"[2, 3, 17, 137]","[-4, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2333/1944,1.20010288,2333,1944,"[2, 3, 2333]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2345/1944,1.20627572,2345,1944,"[2, 3, 5, 7, 67]","[-3, -5, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2351/1944,1.20936214,2351,1944,"[2, 3, 2351]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2359/972,2.42695473,2359,972,"[2, 3, 7, 337]","[-2, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2365/972,2.43312757,2365,972,"[2, 3, 5, 11, 43]","[-2, -5, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2381/1944,1.22479424,2381,1944,"[2, 3, 2381]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2387/1944,1.22788066,2387,1944,"[2, 3, 7, 11, 31]","[-3, -5, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2399/1944,1.23405350,2399,1944,"[2, 3, 2399]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2405/1944,1.23713992,2405,1944,"[2, 3, 5, 13, 37]","[-3, -5, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2431/972,2.50102881,2431,972,"[2, 3, 11, 13, 17]","[-2, -5, 0, 0, 1, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2435/1944,1.25257202,2435,1944,"[2, 3, 5, 487]","[-3, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2437/972,2.50720165,2437,972,"[2, 3, 2437]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2441/1944,1.25565844,2441,1944,"[2, 3, 2441]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2453/1944,1.26183128,2453,1944,"[2, 3, 11, 223]","[-3, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2459/1944,1.26491770,2459,1944,"[2, 3, 2459]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2467/972,2.53806584,2467,972,"[2, 3, 2467]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2473/972,2.54423868,2473,972,"[2, 3, 2473]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2485/972,2.55658436,2485,972,"[2, 3, 5, 7, 71]","[-2, -5, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2491/972,2.56275720,2491,972,"[2, 3, 47, 53]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2521/972,2.59362140,2521,972,"[2, 3, 2521]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2527/972,2.59979424,2527,972,"[2, 3, 7, 19]","[-2, -5, 0, 1, 0, 0, 0, 2]","[2, 3, 5, 7, 11, 13, 17, 19]"
2593/864,3.00115741,2593,864,"[2, 3, 2593]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2593/1296,2.00077160,2593,1296,"[2, 3, 2593]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2593/2592,1.00038580,2593,2592,"[2, 3, 2593]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2593/7776,0.33346193,2593,7776,"[2, 3, 2593]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2597/864,3.00578704,2597,864,"[2, 3, 7, 53]","[-5, -3, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2597/1944,1.33590535,2597,1944,"[2, 3, 7, 53]","[-3, -5, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2597/2592,1.00192901,2597,2592,"[2, 3, 7, 53]","[-5, -4, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2599/1296,2.00540123,2599,1296,"[2, 3, 23, 113]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2599/2592,1.00270062,2599,2592,"[2, 3, 23, 113]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2599/7776,0.33423354,2599,7776,"[2, 3, 23, 113]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2603/1944,1.33899177,2603,1944,"[2, 3, 19, 137]","[-3, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2605/864,3.01504630,2605,864,"[2, 3, 5, 521]","[-5, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2605/1296,2.01003086,2605,1296,"[2, 3, 5, 521]","[-4, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2605/2592,1.00501543,2605,2592,"[2, 3, 5, 521]","[-5, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2605/7776,0.33500514,2605,7776,"[2, 3, 5, 521]","[-5, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2609/2592,1.00655864,2609,2592,"[2, 3, 2609]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2611/1296,2.01466049,2611,1296,"[2, 3, 7, 373]","[-4, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2611/2592,1.00733025,2611,2592,"[2, 3, 7, 373]","[-5, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2611/7776,0.33577675,2611,7776,"[2, 3, 7, 373]","[-5, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2615/1944,1.34516461,2615,1944,"[2, 3, 5, 523]","[-3, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2617/864,3.02893519,2617,864,"[2, 3, 2617]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2617/2592,1.00964506,2617,2592,"[2, 3, 2617]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2621/864,3.03356481,2621,864,"[2, 3, 2621]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2621/1944,1.34825103,2621,1944,"[2, 3, 2621]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2621/2592,1.01118827,2621,2592,"[2, 3, 2621]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2623/2592,1.01195988,2623,2592,"[2, 3, 43, 61]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2629/864,3.04282407,2629,864,"[2, 3, 11, 239]","[-5, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2629/1296,2.02854938,2629,1296,"[2, 3, 11, 239]","[-4, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2629/2592,1.01427469,2629,2592,"[2, 3, 11, 239]","[-5, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2629/7776,0.33809156,2629,7776,"[2, 3, 11, 239]","[-5, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2633/2592,1.01581790,2633,2592,"[2, 3, 2633]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2635/1296,2.03317901,2635,1296,"[2, 3, 5, 17, 31]","[-4, -4, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2635/2592,1.01658951,2635,2592,"[2, 3, 5, 17, 31]","[-5, -4, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2635/7776,0.33886317,2635,7776,"[2, 3, 5, 17, 31]","[-5, -5, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2641/864,3.05671296,2641,864,"[2, 3, 19, 139]","[-5, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2641/1296,2.03780864,2641,1296,"[2, 3, 19, 139]","[-4, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2641/7776,0.33963477,2641,7776,"[2, 3, 19, 139]","[-5, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2645/864,3.06134259,2645,864,"[2, 3, 5, 23]","[-5, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2647/1296,2.04243827,2647,1296,"[2, 3, 2647]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2647/7776,0.34040638,2647,7776,"[2, 3, 2647]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2651/1944,1.36368313,2651,1944,"[2, 3, 11, 241]","[-3, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2653/864,3.07060185,2653,864,"[2, 3, 7, 379]","[-5, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2657/1944,1.36676955,2657,1944,"[2, 3, 2657]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2665/864,3.08449074,2665,864,"[2, 3, 5, 13, 41]","[-5, -3, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2665/1296,2.05632716,2665,1296,"[2, 3, 5, 13, 41]","[-4, -4, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2665/2592,1.02816358,2665,2592,"[2, 3, 5, 13, 41]","[-5, -4, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2665/7776,0.34272119,2665,7776,"[2, 3, 5, 13, 41]","[-5, -5, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2669/864,3.08912037,2669,864,"[2, 3, 17, 157]","[-5, -3, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2669/1944,1.37294239,2669,1944,"[2, 3, 17, 157]","[-3, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2669/2592,1.02970679,2669,2592,"[2, 3, 17, 157]","[-5, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2671/1296,2.06095679,2671,1296,"[2, 3, 2671]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2671/2592,1.03047840,2671,2592,"[2, 3, 2671]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2671/7776,0.34349280,2671,7776,"[2, 3, 2671]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2675/1944,1.37602881,2675,1944,"[2, 3, 5, 107]","[-3, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2677/864,3.09837963,2677,864,"[2, 3, 2677]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2677/1296,2.06558642,2677,1296,"[2, 3, 2677]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2677/2592,1.03279321,2677,2592,"[2, 3, 2677]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2677/7776,0.34426440,2677,7776,"[2, 3, 2677]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2681/2592,1.03433642,2681,2592,"[2, 3, 7, 383]","[-5, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2683/1296,2.07021605,2683,1296,"[2, 3, 2683]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2683/2592,1.03510802,2683,2592,"[2, 3, 2683]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2683/7776,0.34503601,2683,7776,"[2, 3, 2683]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2689/2592,1.03742284,2689,2592,"[2, 3, 2689]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2693/2592,1.03896605,2693,2592,"[2, 3, 2693]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2695/2592,1.03973765,2695,2592,"[2, 3, 5, 7, 11]","[-5, -4, 1, 2, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2701/1296,2.08410494,2701,1296,"[2, 3, 37, 73]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2701/2592,1.04205247,2701,2592,"[2, 3, 37, 73]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2701/7776,0.34735082,2701,7776,"[2, 3, 37, 73]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2705/1944,1.39146091,2705,1944,"[2, 3, 5, 541]","[-3, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2705/2592,1.04359568,2705,2592,"[2, 3, 5, 541]","[-5, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2707/1296,2.08873457,2707,1296,"[2, 3, 2707]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2707/2592,1.04436728,2707,2592,"[2, 3, 2707]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2707/7776,0.34812243,2707,7776,"[2, 3, 2707]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2711/1944,1.39454733,2711,1944,"[2, 3, 2711]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2713/1296,2.09336420,2713,1296,"[2, 3, 2713]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2713/7776,0.34889403,2713,7776,"[2, 3, 2713]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2719/1296,2.09799383,2719,1296,"[2, 3, 2719]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2719/7776,0.34966564,2719,7776,"[2, 3, 2719]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2723/1944,1.40072016,2723,1944,"[2, 3, 7, 389]","[-3, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2729/1944,1.40380658,2729,1944,"[2, 3, 2729]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2737/864,3.16782407,2737,864,"[2, 3, 7, 17, 23]","[-5, -3, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2737/2592,1.05594136,2737,2592,"[2, 3, 7, 17, 23]","[-5, -4, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2741/864,3.17245370,2741,864,"[2, 3, 2741]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2741/2592,1.05748457,2741,2592,"[2, 3, 2741]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
