element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
13/4,3.25000000,13,4,"[2, 13]","[-2, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/6,2.16666667,13,6,"[2, 3, 13]","[-1, -1, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/12,1.08333333,13,12,"[2, 3, 13]","[-2, -1, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/24,0.54166667,13,24,"[2, 3, 13]","[-3, -1, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/36,0.36111111,13,36,"[2, 3, 13]","[-2, -2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/72,0.18055556,13,72,"[2, 3, 13]","[-3, -2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/144,0.09027778,13,144,"[2, 3, 13]","[-4, -2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/216,0.06018519,13,216,"[2, 3, 13]","[-3, -3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/432,0.03009259,13,432,"[2, 3, 13]","[-4, -3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/864,0.01504630,13,864,"[2, 3, 13]","[-5, -3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/1296,0.01003086,13,1296,"[2, 3, 13]","[-4, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/2592,0.00501543,13,2592,"[2, 3, 13]","[-5, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
13/7776,0.00167181,13,7776,"[2, 3, 13]","[-5, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
14/9,1.55555556,14,9,"[2, 3, 7]","[1, -2, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
14/81,0.17283951,14,81,"[2, 3, 7]","[1, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
16/27,0.59259259,16,27,"[2, 3]","[4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
16/243,0.06584362,16,243,"[2, 3]","[4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
17/12,1.41666667,17,12,"[2, 3, 17]","[-2, -1, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
17/16,1.06250000,17,16,"[2, 17]","[-4, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
17/72,0.23611111,17,72,"[2, 3, 17]","[-3, -2, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
17/81,0.20987654,17,81,"[3, 17]","[0, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
17/96,0.17708333,17,96,"[2, 3, 17]","[-5, -1, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
17/432,0.03935185,17,432,"[2, 3, 17]","[-4, -3, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
17/486,0.03497942,17,486,"[2, 3, 17]","[-1, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
17/2592,0.00655864,17,2592,"[2, 3, 17]","[-5, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/6,3.16666667,19,6,"[2, 3, 19]","[-1, -1, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/8,2.37500000,19,8,"[2, 19]","[-3, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/12,1.58333333,19,12,"[2, 3, 19]","[-2, -1, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/18,1.05555556,19,18,"[2, 3, 19]","[-1, -2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/32,0.59375000,19,32,"[2, 19]","[-5, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/36,0.52777778,19,36,"[2, 3, 19]","[-2, -2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/48,0.39583333,19,48,"[2, 3, 19]","[-4, -1, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/72,0.26388889,19,72,"[2, 3, 19]","[-3, -2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/108,0.17592593,19,108,"[2, 3, 19]","[-2, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/216,0.08796296,19,216,"[2, 3, 19]","[-3, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/288,0.06597222,19,288,"[2, 3, 19]","[-5, -2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/432,0.04398148,19,432,"[2, 3, 19]","[-4, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/648,0.02932099,19,648,"[2, 3, 19]","[-3, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/1296,0.01466049,19,1296,"[2, 3, 19]","[-4, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/2592,0.00733025,19,2592,"[2, 3, 19]","[-5, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/3888,0.00488683,19,3888,"[2, 3, 19]","[-4, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
19/7776,0.00244342,19,7776,"[2, 3, 19]","[-5, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
20/9,2.22222222,20,9,"[2, 3, 5]","[2, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22/243,0.09053498,22,243,"[2, 3, 11]","[1, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23/9,2.55555556,23,9,"[3, 23]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23/54,0.42592593,23,54,"[2, 3, 23]","[-1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23/324,0.07098765,23,324,"[2, 3, 23]","[-2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23/1944,0.01183128,23,1944,"[2, 3, 23]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/12,2.08333333,25,12,"[2, 3, 5]","[-2, -1, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/16,1.56250000,25,16,"[2, 5]","[-4, 0, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/18,1.38888889,25,18,"[2, 3, 5]","[-1, -2, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/24,1.04166667,25,24,"[2, 3, 5]","[-3, -1, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/72,0.34722222,25,72,"[2, 3, 5]","[-3, -2, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/96,0.26041667,25,96,"[2, 3, 5]","[-5, -1, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/108,0.23148148,25,108,"[2, 3, 5]","[-2, -3, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/144,0.17361111,25,144,"[2, 3, 5]","[-4, -2, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/432,0.05787037,25,432,"[2, 3, 5]","[-4, -3, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/648,0.03858025,25,648,"[2, 3, 5]","[-3, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/864,0.02893519,25,864,"[2, 3, 5]","[-5, -3, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/2592,0.00964506,25,2592,"[2, 3, 5]","[-5, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/3888,0.00643004,25,3888,"[2, 3, 5]","[-4, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
27/8,3.37500000,27,8,"[2, 3]","[-3, 3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
28/27,1.03703704,28,27,"[2, 3, 7]","[2, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/9,3.22222222,29,9,"[3, 29]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/12,2.41666667,29,12,"[2, 3, 29]","[-2, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/24,1.20833333,29,24,"[2, 3, 29]","[-3, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/54,0.53703704,29,54,"[2, 3, 29]","[-1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/72,0.40277778,29,72,"[2, 3, 29]","[-3, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/144,0.20138889,29,144,"[2, 3, 29]","[-4, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/324,0.08950617,29,324,"[2, 3, 29]","[-2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/432,0.06712963,29,432,"[2, 3, 29]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/864,0.03356481,29,864,"[2, 3, 29]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/1944,0.01491770,29,1944,"[2, 3, 29]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/2592,0.01118827,29,2592,"[2, 3, 29]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
31/12,2.58333333,31,12,"[2, 3, 31]","[-2, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
31/72,0.43055556,31,72,"[2, 3, 31]","[-3, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
31/432,0.07175926,31,432,"[2, 3, 31]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
31/2592,0.01195988,31,2592,"[2, 3, 31]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
32/9,3.55555556,32,9,"[2, 3]","[5, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
32/81,0.39506173,32,81,"[2, 3]","[5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
33/16,2.06250000,33,16,"[2, 3, 11]","[-4, 1, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
34/27,1.25925926,34,27,"[2, 3, 17]","[1, -3, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
35/32,1.09375000,35,32,"[2, 5, 7]","[-5, 0, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
35/81,0.43209877,35,81,"[3, 5, 7]","[0, -4, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
35/486,0.07201646,35,486,"[2, 3, 5, 7]","[-1, -5, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/12,3.08333333,37,12,"[2, 3, 37]","[-2, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/18,2.05555556,37,18,"[2, 3, 37]","[-1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/24,1.54166667,37,24,"[2, 3, 37]","[-3, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/27,1.37037037,37,27,"[3, 37]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/36,1.02777778,37,36,"[2, 3, 37]","[-2, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/72,0.51388889,37,72,"[2, 3, 37]","[-3, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/108,0.34259259,37,108,"[2, 3, 37]","[-2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/144,0.25694444,37,144,"[2, 3, 37]","[-4, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/162,0.22839506,37,162,"[2, 3, 37]","[-1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/216,0.17129630,37,216,"[2, 3, 37]","[-3, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/432,0.08564815,37,432,"[2, 3, 37]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/648,0.05709877,37,648,"[2, 3, 37]","[-3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/864,0.04282407,37,864,"[2, 3, 37]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/972,0.03806584,37,972,"[2, 3, 37]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/1296,0.02854938,37,1296,"[2, 3, 37]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/2592,0.01427469,37,2592,"[2, 3, 37]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/3888,0.00951646,37,3888,"[2, 3, 37]","[-4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/7776,0.00475823,37,7776,"[2, 3, 37]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
