element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
8509/243,35.01646091,8509,243,"[3, 67, 127]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8518/243,35.05349794,8518,243,"[2, 3, 4259]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8525/243,35.08230453,8525,243,"[3, 5, 11, 31]","[0, -5, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8528/243,35.09465021,8528,243,"[2, 3, 13, 41]","[4, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8530/243,35.10288066,8530,243,"[2, 3, 5, 853]","[1, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8534/243,35.11934156,8534,243,"[2, 3, 17, 251]","[1, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8536/243,35.12757202,8536,243,"[2, 3, 11, 97]","[3, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8546/243,35.16872428,8546,243,"[2, 3, 4273]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8555/243,35.20576132,8555,243,"[3, 5, 29, 59]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8564/243,35.24279835,8564,243,"[2, 3, 2141]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8573/243,35.27983539,8573,243,"[3, 8573]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8576/243,35.29218107,8576,243,"[2, 3, 67]","[7, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8579/243,35.30452675,8579,243,"[3, 23, 373]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8590/243,35.34979424,8590,243,"[2, 3, 5, 859]","[1, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8600/243,35.39094650,8600,243,"[2, 3, 5, 43]","[3, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8603/243,35.40329218,8603,243,"[3, 7, 1229]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8609/243,35.42798354,8609,243,"[3, 8609]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8611/243,35.43621399,8611,243,"[3, 79, 109]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8615/243,35.45267490,8615,243,"[3, 5, 1723]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8618/243,35.46502058,8618,243,"[2, 3, 31, 139]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8626/243,35.49794239,8626,243,"[2, 3, 19, 227]","[1, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
8630/243,35.51440329,8630,243,"[2, 3, 5, 863]","[1, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8633/243,35.52674897,8633,243,"[3, 89, 97]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8636/243,35.53909465,8636,243,"[2, 3, 17, 127]","[2, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8648/243,35.58847737,8648,243,"[2, 3, 23, 47]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8653/243,35.60905350,8653,243,"[3, 17, 509]","[0, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8654/243,35.61316872,8654,243,"[2, 3, 4327]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8660/243,35.63786008,8660,243,"[2, 3, 5, 433]","[2, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8669/243,35.67489712,8669,243,"[3, 8669]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8671/243,35.68312757,8671,243,"[3, 13, 23, 29]","[0, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8675/243,35.69958848,8675,243,"[3, 5, 347]","[0, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8680/243,35.72016461,8680,243,"[2, 3, 5, 7, 31]","[3, -5, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8684/243,35.73662551,8684,243,"[2, 3, 13, 167]","[2, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8690/243,35.76131687,8690,243,"[2, 3, 5, 11, 79]","[1, -5, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8696/243,35.78600823,8696,243,"[2, 3, 1087]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8698/243,35.79423868,8698,243,"[2, 3, 4349]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8708/243,35.83539095,8708,243,"[2, 3, 7, 311]","[2, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8711/243,35.84773663,8711,243,"[3, 31, 281]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8714/243,35.86008230,8714,243,"[2, 3, 4357]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8725/243,35.90534979,8725,243,"[3, 5, 349]","[0, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8726/243,35.90946502,8726,243,"[2, 3, 4363]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8729/243,35.92181070,8729,243,"[3, 7, 29, 43]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8734/243,35.94238683,8734,243,"[2, 3, 11, 397]","[1, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8735/243,35.94650206,8735,243,"[3, 5, 1747]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8741/243,35.97119342,8741,243,"[3, 8741]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8743/243,35.97942387,8743,243,"[3, 7, 1249]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8744/243,35.98353909,8744,243,"[2, 3, 1093]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8750/243,36.00823045,8750,243,"[2, 3, 5, 7]","[1, -5, 4, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8761/243,36.05349794,8761,243,"[3, 8761]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8765/243,36.06995885,8765,243,"[3, 5, 1753]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8768/243,36.08230453,8768,243,"[2, 3, 137]","[6, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8771/243,36.09465021,8771,243,"[3, 7, 179]","[0, -5, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8773/243,36.10288066,8773,243,"[3, 31, 283]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8779/243,36.12757202,8779,243,"[3, 8779]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8780/243,36.13168724,8780,243,"[2, 3, 5, 439]","[2, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8789/243,36.16872428,8789,243,"[3, 11, 17, 47]","[0, -5, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8798/243,36.20576132,8798,243,"[2, 3, 53, 83]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8800/243,36.21399177,8800,243,"[2, 3, 5, 11]","[5, -5, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8810/243,36.25514403,8810,243,"[2, 3, 5, 881]","[1, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8815/243,36.27572016,8815,243,"[3, 5, 41, 43]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8816/243,36.27983539,8816,243,"[2, 3, 19, 29]","[4, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
8819/243,36.29218107,8819,243,"[3, 8819]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8833/243,36.34979424,8833,243,"[3, 11, 73]","[0, -5, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8843/243,36.39094650,8843,243,"[3, 37, 239]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8846/243,36.40329218,8846,243,"[2, 3, 4423]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8854/243,36.43621399,8854,243,"[2, 3, 19, 233]","[1, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
8858/243,36.45267490,8858,243,"[2, 3, 43, 103]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8860/243,36.46090535,8860,243,"[2, 3, 5, 443]","[2, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8861/243,36.46502058,8861,243,"[3, 8861]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8869/243,36.49794239,8869,243,"[3, 7, 181]","[0, -5, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8873/243,36.51440329,8873,243,"[3, 19, 467]","[0, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
8876/243,36.52674897,8876,243,"[2, 3, 7, 317]","[2, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8879/243,36.53909465,8879,243,"[3, 13, 683]","[0, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8891/243,36.58847737,8891,243,"[3, 17, 523]","[0, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8896/243,36.60905350,8896,243,"[2, 3, 139]","[6, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8900/243,36.62551440,8900,243,"[2, 3, 5, 89]","[2, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8903/243,36.63786008,8903,243,"[3, 29, 307]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8905/243,36.64609053,8905,243,"[3, 5, 13, 137]","[0, -5, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8914/243,36.68312757,8914,243,"[2, 3, 4457]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8918/243,36.69958848,8918,243,"[2, 3, 7, 13]","[1, -5, 0, 3, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8923/243,36.72016461,8923,243,"[3, 8923]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8930/243,36.74897119,8930,243,"[2, 3, 5, 19, 47]","[1, -5, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
8933/243,36.76131687,8933,243,"[3, 8933]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8935/243,36.76954733,8935,243,"[3, 5, 1787]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8939/243,36.78600823,8939,243,"[3, 7, 1277]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8941/243,36.79423868,8941,243,"[3, 8941]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8951/243,36.83539095,8951,243,"[3, 8951]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8954/243,36.84773663,8954,243,"[2, 3, 11, 37]","[1, -5, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8960/243,36.87242798,8960,243,"[2, 3, 5, 7]","[8, -5, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8968/243,36.90534979,8968,243,"[2, 3, 19, 59]","[3, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
8969/243,36.90946502,8969,243,"[3, 8969]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8978/243,36.94650206,8978,243,"[2, 3, 67]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8984/243,36.97119342,8984,243,"[2, 3, 1123]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8986/243,36.97942387,8986,243,"[2, 3, 4493]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
8993/243,37.00823045,8993,243,"[3, 17, 23]","[0, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9004/243,37.05349794,9004,243,"[2, 3, 2251]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9005/243,37.05761317,9005,243,"[3, 5, 1801]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9008/243,37.06995885,9008,243,"[2, 3, 563]","[4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9011/243,37.08230453,9011,243,"[3, 9011]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9014/243,37.09465021,9014,243,"[2, 3, 4507]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9016/243,37.10288066,9016,243,"[2, 3, 7, 23]","[3, -5, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9023/243,37.13168724,9023,243,"[3, 7, 1289]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9035/243,37.18106996,9035,243,"[3, 5, 13, 139]","[0, -5, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9041/243,37.20576132,9041,243,"[3, 9041]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9043/243,37.21399177,9043,243,"[3, 9043]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9050/243,37.24279835,9050,243,"[2, 3, 5, 181]","[1, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9053/243,37.25514403,9053,243,"[3, 11, 823]","[0, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9058/243,37.27572016,9058,243,"[2, 3, 7, 647]","[1, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9059/243,37.27983539,9059,243,"[3, 9059]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9065/243,37.30452675,9065,243,"[3, 5, 7, 37]","[0, -5, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9076/243,37.34979424,9076,243,"[2, 3, 2269]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9080/243,37.36625514,9080,243,"[2, 3, 5, 227]","[3, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9085/243,37.38683128,9085,243,"[3, 5, 23, 79]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9086/243,37.39094650,9086,243,"[2, 3, 7, 11, 59]","[1, -5, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9089/243,37.40329218,9089,243,"[3, 61, 149]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9101/243,37.45267490,9101,243,"[3, 19, 479]","[0, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
9103/243,37.46090535,9103,243,"[3, 9103]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9104/243,37.46502058,9104,243,"[2, 3, 569]","[4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9116/243,37.51440329,9116,243,"[2, 3, 43, 53]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9119/243,37.52674897,9119,243,"[3, 11, 829]","[0, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9125/243,37.55144033,9125,243,"[3, 5, 73]","[0, -5, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9130/243,37.57201646,9130,243,"[2, 3, 5, 11, 83]","[1, -5, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9134/243,37.58847737,9134,243,"[2, 3, 4567]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9139/243,37.60905350,9139,243,"[3, 13, 19, 37]","[0, -5, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
9140/243,37.61316872,9140,243,"[2, 3, 5, 457]","[2, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9143/243,37.62551440,9143,243,"[3, 41, 223]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9146/243,37.63786008,9146,243,"[2, 3, 17, 269]","[1, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9148/243,37.64609053,9148,243,"[2, 3, 2287]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9155/243,37.67489712,9155,243,"[3, 5, 1831]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9161/243,37.69958848,9161,243,"[3, 9161]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9166/243,37.72016461,9166,243,"[2, 3, 4583]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9173/243,37.74897119,9173,243,"[3, 9173]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9175/243,37.75720165,9175,243,"[3, 5, 367]","[0, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9176/243,37.76131687,9176,243,"[2, 3, 31, 37]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9178/243,37.76954733,9178,243,"[2, 3, 13, 353]","[1, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9184/243,37.79423868,9184,243,"[2, 3, 7, 41]","[5, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9185/243,37.79835391,9185,243,"[3, 5, 11, 167]","[0, -5, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9194/243,37.83539095,9194,243,"[2, 3, 4597]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9203/243,37.87242798,9203,243,"[3, 9203]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9205/243,37.88065844,9205,243,"[3, 5, 7, 263]","[0, -5, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9211/243,37.90534979,9211,243,"[3, 61, 151]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9215/243,37.92181070,9215,243,"[3, 5, 19, 97]","[0, -5, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
9221/243,37.94650206,9221,243,"[3, 9221]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9229/243,37.97942387,9229,243,"[3, 11, 839]","[0, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9236/243,38.00823045,9236,243,"[2, 3, 2309]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9248/243,38.05761317,9248,243,"[2, 3, 17]","[5, -5, 0, 0, 0, 0, 2, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9250/243,38.06584362,9250,243,"[2, 3, 5, 37]","[1, -5, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9251/243,38.06995885,9251,243,"[3, 11, 29]","[0, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9254/243,38.08230453,9254,243,"[2, 3, 7, 661]","[1, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9259/243,38.10288066,9259,243,"[3, 47, 197]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9265/243,38.12757202,9265,243,"[3, 5, 17, 109]","[0, -5, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9266/243,38.13168724,9266,243,"[2, 3, 41, 113]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9275/243,38.16872428,9275,243,"[3, 5, 7, 53]","[0, -5, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9278/243,38.18106996,9278,243,"[2, 3, 4639]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9284/243,38.20576132,9284,243,"[2, 3, 11, 211]","[2, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9286/243,38.21399177,9286,243,"[2, 3, 4643]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9293/243,38.24279835,9293,243,"[3, 9293]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9296/243,38.25514403,9296,243,"[2, 3, 7, 83]","[4, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9301/243,38.27572016,9301,243,"[3, 71, 131]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9305/243,38.29218107,9305,243,"[3, 5, 1861]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9308/243,38.30452675,9308,243,"[2, 3, 13, 179]","[2, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9310/243,38.31275720,9310,243,"[2, 3, 5, 7, 19]","[1, -5, 1, 2, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
9319/243,38.34979424,9319,243,"[3, 9319]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9323/243,38.36625514,9323,243,"[3, 9323]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9328/243,38.38683128,9328,243,"[2, 3, 11, 53]","[4, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9329/243,38.39094650,9329,243,"[3, 19, 491]","[0, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
9335/243,38.41563786,9335,243,"[3, 5, 1867]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9340/243,38.43621399,9340,243,"[2, 3, 5, 467]","[2, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9344/243,38.45267490,9344,243,"[2, 3, 73]","[7, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9346/243,38.46090535,9346,243,"[2, 3, 4673]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9350/243,38.47736626,9350,243,"[2, 3, 5, 11, 17]","[1, -5, 2, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9359/243,38.51440329,9359,243,"[3, 7, 191]","[0, -5, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9365/243,38.53909465,9365,243,"[3, 5, 1873]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9368/243,38.55144033,9368,243,"[2, 3, 1171]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9373/243,38.57201646,9373,243,"[3, 7, 13, 103]","[0, -5, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
9383/243,38.61316872,9383,243,"[3, 11, 853]","[0, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
