element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
21436/19683,1.08906163,21436,19683,"[2, 3, 23, 233]","[2, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21437/6561,3.26733730,21437,6561,"[3, 13, 17, 97]","[0, -8, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21475/19683,1.09104303,21475,19683,"[3, 5, 859]","[0, -9, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21491/6561,3.27556775,21491,6561,"[3, 21491]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21580/19683,1.09637758,21580,19683,"[2, 3, 5, 13, 83]","[2, -9, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21590/6561,3.29065691,21590,6561,"[2, 3, 5, 17, 127]","[1, -8, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21658/6561,3.30102119,21658,6561,"[2, 3, 7, 13, 17]","[1, -8, 0, 2, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21667/6561,3.30239293,21667,6561,"[3, 47, 461]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21772/19683,1.10613220,21772,19683,"[2, 3, 5443]","[2, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21784/19683,1.10674186,21784,19683,"[2, 3, 7, 389]","[3, -9, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21802/6561,3.32296906,21802,6561,"[2, 3, 11, 991]","[1, -8, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21811/6561,3.32434080,21811,6561,"[3, 17, 1283]","[0, -8, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21910/6561,3.33942996,21910,6561,"[2, 3, 5, 7, 313]","[1, -8, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21914/6561,3.34003963,21914,6561,"[2, 3, 10957]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21923/6561,3.34141137,21923,6561,"[3, 11, 1993]","[0, -8, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
21976/19683,1.11649647,21976,19683,"[2, 3, 41, 67]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22058/6561,3.36198750,22058,6561,"[2, 3, 41, 269]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22067/6561,3.36335924,22067,6561,"[3, 22067]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22126/6561,3.37235178,22126,6561,"[2, 3, 13, 23, 37]","[1, -8, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22166/6561,3.37844841,22166,6561,"[2, 3, 11083]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22204/19683,1.12808007,22204,19683,"[2, 3, 7, 13, 61]","[2, -9, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22208/59049,0.37609443,22208,59049,"[2, 3, 347]","[6, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22234/6561,3.38881268,22234,6561,"[2, 3, 11117]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22243/19683,1.13006147,22243,19683,"[3, 13, 29, 59]","[0, -9, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22378/6561,3.41076055,22378,6561,"[2, 3, 67, 167]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22382/6561,3.41137022,22382,6561,"[2, 3, 19, 31]","[1, -8, 0, 0, 0, 0, 0, 2]","[2, 3, 5, 7, 11, 13, 17, 19]"
22387/6561,3.41213230,22387,6561,"[3, 61, 367]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22408/19683,1.13844434,22408,19683,"[2, 3, 2801]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22435/19683,1.13981608,22435,19683,"[3, 5, 7, 641]","[0, -9, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22480/59049,0.38070077,22480,59049,"[2, 3, 5, 281]","[4, -10, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22490/6561,3.42783112,22490,6561,"[2, 3, 5, 13, 173]","[1, -8, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22531/6561,3.43408017,22531,6561,"[3, 22531]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22540/19683,1.14515064,22540,19683,"[2, 3, 5, 7, 23]","[2, -9, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22552/19683,1.14576030,22552,19683,"[2, 3, 2819]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22634/6561,3.44977900,22634,6561,"[2, 3, 11317]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22643/6561,3.45115074,22643,6561,"[3, 22643]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22702/6561,3.46014327,22702,6561,"[2, 3, 11351]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22732/19683,1.15490525,22732,19683,"[2, 3, 5683]","[2, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22744/19683,1.15551491,22744,19683,"[2, 3, 2843]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22787/6561,3.47309861,22787,6561,"[3, 22787]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22855/6561,3.48346289,22855,6561,"[3, 5, 7, 653]","[0, -8, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22954/6561,3.49855205,22954,6561,"[2, 3, 23, 499]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22958/6561,3.49916171,22958,6561,"[2, 3, 13, 883]","[1, -8, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22963/6561,3.49992379,22963,6561,"[3, 22963]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22972/19683,1.16709851,22972,19683,"[2, 3, 5743]","[2, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23011/19683,1.16907992,23011,19683,"[3, 23011]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23056/59049,0.39045538,23056,59049,"[2, 3, 11, 131]","[4, -10, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23098/6561,3.52049992,23098,6561,"[2, 3, 11549]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23107/6561,3.52187167,23107,6561,"[3, 7, 3301]","[0, -8, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23111/6561,3.52248133,23111,6561,"[3, 11, 191]","[0, -8, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23164/19683,1.17685312,23164,19683,"[2, 3, 5791]","[2, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23176/19683,1.17746279,23176,19683,"[2, 3, 2897]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23203/19683,1.17883453,23203,19683,"[3, 23203]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23210/6561,3.53757049,23210,6561,"[2, 3, 5, 11, 211]","[1, -8, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23219/6561,3.53894223,23219,6561,"[3, 7, 31, 107]","[0, -8, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23278/6561,3.54793477,23278,6561,"[2, 3, 103, 113]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23308/19683,1.18416908,23308,19683,"[2, 3, 5827]","[2, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23354/6561,3.55951837,23354,6561,"[2, 3, 11677]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23363/6561,3.56089011,23363,6561,"[3, 61, 383]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23422/6561,3.56988264,23422,6561,"[2, 3, 7, 239]","[1, -8, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23431/6561,3.57125438,23431,6561,"[3, 23431]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23488/59049,0.39777134,23488,59049,"[2, 3, 367]","[6, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23500/19683,1.19392369,23500,19683,"[2, 3, 5, 47]","[2, -9, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23504/59049,0.39804230,23504,59049,"[2, 3, 13, 113]","[4, -10, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23512/19683,1.19453335,23512,19683,"[2, 3, 2939]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23530/6561,3.58634355,23530,6561,"[2, 3, 5, 13, 181]","[1, -8, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23534/6561,3.58695321,23534,6561,"[2, 3, 7, 41]","[1, -8, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23674/6561,3.60829142,23674,6561,"[2, 3, 7, 19, 89]","[1, -8, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
23678/6561,3.60890108,23678,6561,"[2, 3, 11839]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23683/6561,3.60966316,23683,6561,"[3, 11, 2153]","[0, -8, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23687/6561,3.61027282,23687,6561,"[3, 23687]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23704/19683,1.20428796,23704,19683,"[2, 3, 2963]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23740/19683,1.20611695,23740,19683,"[2, 3, 5, 1187]","[2, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23786/6561,3.62536199,23786,6561,"[2, 3, 7, 1699]","[1, -8, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23827/6561,3.63161103,23827,6561,"[3, 23827]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23854/6561,3.63572626,23854,6561,"[2, 3, 11927]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23930/6561,3.64730986,23930,6561,"[2, 3, 5, 2393]","[1, -8, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23932/19683,1.21587156,23932,19683,"[2, 3, 31, 193]","[2, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23939/6561,3.64868160,23939,6561,"[3, 37, 647]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23944/19683,1.21648123,23944,19683,"[2, 3, 41, 73]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23971/19683,1.21785297,23971,19683,"[3, 23971]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23998/6561,3.65767414,23998,6561,"[2, 3, 13, 71]","[1, -8, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24007/6561,3.65904588,24007,6561,"[3, 24007]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24080/59049,0.40779691,24080,59049,"[2, 3, 5, 7, 43]","[4, -10, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24083/6561,3.67062948,24083,6561,"[3, 24083]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24110/6561,3.67474470,24110,6561,"[2, 3, 5, 2411]","[1, -8, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24136/19683,1.22623584,24136,19683,"[2, 3, 7, 431]","[3, -9, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24151/6561,3.68099375,24151,6561,"[3, 24151]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24163/19683,1.22760758,24163,19683,"[3, 73, 331]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24250/6561,3.69608291,24250,6561,"[2, 3, 5, 97]","[1, -8, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24254/6561,3.69669258,24254,6561,"[2, 3, 67, 181]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24259/6561,3.69745466,24259,6561,"[3, 17, 1427]","[0, -8, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24263/6561,3.69806432,24263,6561,"[3, 19, 1277]","[0, -8, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
24268/19683,1.23294213,24268,19683,"[2, 3, 6067]","[2, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24280/19683,1.23355180,24280,19683,"[2, 3, 5, 607]","[3, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24352/59049,0.41240326,24352,59049,"[2, 3, 761]","[5, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24403/6561,3.71940253,24403,6561,"[3, 23, 1061]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24407/6561,3.72001219,24407,6561,"[3, 24407]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24472/19683,1.24330641,24472,19683,"[2, 3, 7, 19, 23]","[3, -9, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
24506/6561,3.73510136,24506,6561,"[2, 3, 12253]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24512/59049,0.41511287,24512,59049,"[2, 3, 383]","[6, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24515/6561,3.73647310,24515,6561,"[3, 5, 4903]","[0, -8, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24574/6561,3.74546563,24574,6561,"[2, 3, 11, 1117]","[1, -8, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24583/6561,3.74683737,24583,6561,"[3, 13, 31, 61]","[0, -8, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24595/19683,1.24955545,24595,19683,"[3, 5, 4919]","[0, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24659/6561,3.75842097,24659,6561,"[3, 24659]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24700/19683,1.25489001,24700,19683,"[2, 3, 5, 13, 19]","[2, -9, 2, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
24712/19683,1.25549967,24712,19683,"[2, 3, 3089]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24718/6561,3.76741350,24718,6561,"[2, 3, 17, 727]","[1, -8, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24727/6561,3.76878525,24727,6561,"[3, 79, 313]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24739/19683,1.25687141,24739,19683,"[3, 11, 13, 173]","[0, -9, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24784/59049,0.41971922,24784,59049,"[2, 3, 1549]","[4, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24826/6561,3.78387441,24826,6561,"[2, 3, 12413]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24830/6561,3.78448407,24830,6561,"[2, 3, 5, 13, 191]","[1, -8, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24839/6561,3.78585581,24839,6561,"[3, 59, 421]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24892/19683,1.26464462,24892,19683,"[2, 3, 7, 127]","[2, -9, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24904/19683,1.26525428,24904,19683,"[2, 3, 11, 283]","[3, -9, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24931/19683,1.26662602,24931,19683,"[3, 107, 233]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24974/6561,3.80643195,24974,6561,"[2, 3, 12487]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24979/6561,3.80719403,24979,6561,"[3, 24979]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
24983/6561,3.80780369,24983,6561,"[3, 7, 43, 83]","[0, -8, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25036/19683,1.27196058,25036,19683,"[2, 3, 11, 569]","[2, -9, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25082/6561,3.82289285,25082,6561,"[2, 3, 12541]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25150/6561,3.83325713,25150,6561,"[2, 3, 5, 503]","[1, -8, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25235/6561,3.84621247,25235,6561,"[3, 5, 7, 103]","[0, -8, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25240/19683,1.28232485,25240,19683,"[2, 3, 5, 631]","[3, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25294/6561,3.85520500,25294,6561,"[2, 3, 12647]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25303/6561,3.85657674,25303,6561,"[3, 25303]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25360/59049,0.42947383,25360,59049,"[2, 3, 5, 317]","[4, -10, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25363/19683,1.28857390,25363,19683,"[3, 13, 1951]","[0, -9, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25376/59049,0.42974479,25376,59049,"[2, 3, 13, 61]","[5, -10, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25406/6561,3.87227557,25406,6561,"[2, 3, 12703]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25447/6561,3.87852462,25447,6561,"[3, 25447]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25468/19683,1.29390845,25468,19683,"[2, 3, 6367]","[2, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25550/6561,3.89422344,25550,6561,"[2, 3, 5, 7, 73]","[1, -8, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25555/6561,3.89498552,25555,6561,"[3, 5, 19, 269]","[0, -8, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
25559/6561,3.89559518,25559,6561,"[3, 61, 419]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25660/19683,1.30366306,25660,19683,"[2, 3, 5, 1283]","[2, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25672/19683,1.30427272,25672,19683,"[2, 3, 3209]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25699/19683,1.30564446,25699,19683,"[3, 31, 829]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25703/6561,3.91754306,25703,6561,"[3, 25703]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25771/6561,3.92790733,25771,6561,"[3, 25771]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25808/59049,0.43706075,25808,59049,"[2, 3, 1613]","[4, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25811/6561,3.93400396,25811,6561,"[3, 53, 487]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25864/19683,1.31402733,25864,19683,"[2, 3, 53, 61]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25870/6561,3.94299649,25870,6561,"[2, 3, 5, 13, 199]","[1, -8, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25879/6561,3.94436824,25879,6561,"[3, 7, 3697]","[0, -8, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25891/19683,1.31539908,25891,19683,"[3, 17, 1523]","[0, -9, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26008/19683,1.32134329,26008,19683,"[2, 3, 3251]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26014/6561,3.96494437,26014,6561,"[2, 3, 13007]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26023/6561,3.96631611,26023,6561,"[3, 53, 491]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26027/6561,3.96692577,26027,6561,"[3, 17, 1531]","[0, -8, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26126/6561,3.98201494,26126,6561,"[2, 3, 13063]","[1, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26131/19683,1.32759234,26131,19683,"[3, 7, 3733]","[0, -9, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26135/6561,3.98338668,26135,6561,"[3, 5, 5227]","[0, -8, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26270/6561,4.00396281,26270,6561,"[2, 3, 5, 37, 71]","[1, -8, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26279/6561,4.00533455,26279,6561,"[3, 11, 2389]","[0, -8, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26296/19683,1.33597521,26296,19683,"[2, 3, 19, 173]","[3, -9, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
26323/19683,1.33734695,26323,19683,"[3, 11, 2393]","[0, -9, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26347/6561,4.01569883,26347,6561,"[3, 26347]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26384/59049,0.44681536,26384,59049,"[2, 3, 17, 97]","[4, -10, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26428/19683,1.34268150,26428,19683,"[2, 3, 6607]","[2, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26440/19683,1.34329116,26440,19683,"[2, 3, 5, 661]","[3, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26446/6561,4.03078799,26446,6561,"[2, 3, 7, 1889]","[1, -8, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26467/19683,1.34466291,26467,19683,"[3, 7, 19, 199]","[0, -9, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
26590/6561,4.05273586,26590,6561,"[2, 3, 5, 2659]","[1, -8, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26599/6561,4.05410761,26599,6561,"[3, 67, 397]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26603/6561,4.05471727,26603,6561,"[3, 37, 719]","[0, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26620/19683,1.35243611,26620,19683,"[2, 3, 5, 11]","[2, -9, 1, 0, 3, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26632/19683,1.35304578,26632,19683,"[2, 3, 3329]","[3, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
