element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
249/8,31.12500000,249,8,"[2, 3, 83]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
249/16,15.56250000,249,16,"[2, 3, 83]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
251/8,31.37500000,251,8,"[2, 251]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
251/16,15.68750000,251,16,"[2, 251]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
253/8,31.62500000,253,8,"[2, 11, 23]","[-3, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
253/16,15.81250000,253,16,"[2, 11, 23]","[-4, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
255/8,31.87500000,255,8,"[2, 3, 5, 17]","[-3, 1, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
255/16,15.93750000,255,16,"[2, 3, 5, 17]","[-4, 1, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
257/8,32.12500000,257,8,"[2, 257]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
257/16,16.06250000,257,16,"[2, 257]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
259/8,32.37500000,259,8,"[2, 7, 37]","[-3, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
259/16,16.18750000,259,16,"[2, 7, 37]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
261/8,32.62500000,261,8,"[2, 3, 29]","[-3, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
261/16,16.31250000,261,16,"[2, 3, 29]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
263/8,32.87500000,263,8,"[2, 263]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
263/16,16.43750000,263,16,"[2, 263]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
265/8,33.12500000,265,8,"[2, 5, 53]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
265/16,16.56250000,265,16,"[2, 5, 53]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
267/8,33.37500000,267,8,"[2, 3, 89]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
267/16,16.68750000,267,16,"[2, 3, 89]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
269/8,33.62500000,269,8,"[2, 269]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
269/16,16.81250000,269,16,"[2, 269]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
271/8,33.87500000,271,8,"[2, 271]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
271/16,16.93750000,271,16,"[2, 271]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
273/8,34.12500000,273,8,"[2, 3, 7, 13]","[-3, 1, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
273/16,17.06250000,273,16,"[2, 3, 7, 13]","[-4, 1, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
275/8,34.37500000,275,8,"[2, 5, 11]","[-3, 0, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
275/16,17.18750000,275,16,"[2, 5, 11]","[-4, 0, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
275/32,8.59375000,275,32,"[2, 5, 11]","[-5, 0, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
277/8,34.62500000,277,8,"[2, 277]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
277/16,17.31250000,277,16,"[2, 277]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
279/8,34.87500000,279,8,"[2, 3, 31]","[-3, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
279/16,17.43750000,279,16,"[2, 3, 31]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
281/8,35.12500000,281,8,"[2, 281]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
281/16,17.56250000,281,16,"[2, 281]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
283/8,35.37500000,283,8,"[2, 283]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
283/16,17.68750000,283,16,"[2, 283]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
285/8,35.62500000,285,8,"[2, 3, 5, 19]","[-3, 1, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
285/16,17.81250000,285,16,"[2, 3, 5, 19]","[-4, 1, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
287/8,35.87500000,287,8,"[2, 7, 41]","[-3, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
287/16,17.93750000,287,16,"[2, 7, 41]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
289/8,36.12500000,289,8,"[2, 17]","[-3, 0, 0, 0, 0, 0, 2, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
289/16,18.06250000,289,16,"[2, 17]","[-4, 0, 0, 0, 0, 0, 2, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
291/8,36.37500000,291,8,"[2, 3, 97]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
291/16,18.18750000,291,16,"[2, 3, 97]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
291/32,9.09375000,291,32,"[2, 3, 97]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
293/8,36.62500000,293,8,"[2, 293]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
293/16,18.31250000,293,16,"[2, 293]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
295/8,36.87500000,295,8,"[2, 5, 59]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
295/16,18.43750000,295,16,"[2, 5, 59]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
297/8,37.12500000,297,8,"[2, 3, 11]","[-3, 3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
297/16,18.56250000,297,16,"[2, 3, 11]","[-4, 3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
299/8,37.37500000,299,8,"[2, 13, 23]","[-3, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
299/16,18.68750000,299,16,"[2, 13, 23]","[-4, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
301/8,37.62500000,301,8,"[2, 7, 43]","[-3, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
301/16,18.81250000,301,16,"[2, 7, 43]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
303/8,37.87500000,303,8,"[2, 3, 101]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
303/16,18.93750000,303,16,"[2, 3, 101]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
305/8,38.12500000,305,8,"[2, 5, 61]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
305/16,19.06250000,305,16,"[2, 5, 61]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
307/8,38.37500000,307,8,"[2, 307]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
307/16,19.18750000,307,16,"[2, 307]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
307/32,9.59375000,307,32,"[2, 307]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
309/8,38.62500000,309,8,"[2, 3, 103]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
309/16,19.31250000,309,16,"[2, 3, 103]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
311/8,38.87500000,311,8,"[2, 311]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
311/16,19.43750000,311,16,"[2, 311]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
313/8,39.12500000,313,8,"[2, 313]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
313/16,19.56250000,313,16,"[2, 313]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
315/8,39.37500000,315,8,"[2, 3, 5, 7]","[-3, 2, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
315/16,19.68750000,315,16,"[2, 3, 5, 7]","[-4, 2, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
315/32,9.84375000,315,32,"[2, 3, 5, 7]","[-5, 2, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
317/8,39.62500000,317,8,"[2, 317]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
317/16,19.81250000,317,16,"[2, 317]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
319/8,39.87500000,319,8,"[2, 11, 29]","[-3, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
319/16,19.93750000,319,16,"[2, 11, 29]","[-4, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
321/8,40.12500000,321,8,"[2, 3, 107]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
321/16,20.06250000,321,16,"[2, 3, 107]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
323/8,40.37500000,323,8,"[2, 17, 19]","[-3, 0, 0, 0, 0, 0, 1, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
323/16,20.18750000,323,16,"[2, 17, 19]","[-4, 0, 0, 0, 0, 0, 1, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
323/32,10.09375000,323,32,"[2, 17, 19]","[-5, 0, 0, 0, 0, 0, 1, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
325/8,40.62500000,325,8,"[2, 5, 13]","[-3, 0, 2, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
325/16,20.31250000,325,16,"[2, 5, 13]","[-4, 0, 2, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
327/8,40.87500000,327,8,"[2, 3, 109]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
327/16,20.43750000,327,16,"[2, 3, 109]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
329/8,41.12500000,329,8,"[2, 7, 47]","[-3, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
329/16,20.56250000,329,16,"[2, 7, 47]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
331/8,41.37500000,331,8,"[2, 331]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
331/16,20.68750000,331,16,"[2, 331]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
333/8,41.62500000,333,8,"[2, 3, 37]","[-3, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
333/16,20.81250000,333,16,"[2, 3, 37]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
335/8,41.87500000,335,8,"[2, 5, 67]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
335/16,20.93750000,335,16,"[2, 5, 67]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
337/8,42.12500000,337,8,"[2, 337]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
337/16,21.06250000,337,16,"[2, 337]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
339/8,42.37500000,339,8,"[2, 3, 113]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
339/16,21.18750000,339,16,"[2, 3, 113]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
339/32,10.59375000,339,32,"[2, 3, 113]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
341/8,42.62500000,341,8,"[2, 11, 31]","[-3, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
341/16,21.31250000,341,16,"[2, 11, 31]","[-4, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
343/8,42.87500000,343,8,"[2, 7]","[-3, 0, 0, 3, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
343/16,21.43750000,343,16,"[2, 7]","[-4, 0, 0, 3, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
345/8,43.12500000,345,8,"[2, 3, 5, 23]","[-3, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
345/16,21.56250000,345,16,"[2, 3, 5, 23]","[-4, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
347/8,43.37500000,347,8,"[2, 347]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
347/16,21.68750000,347,16,"[2, 347]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
347/32,10.84375000,347,32,"[2, 347]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
349/8,43.62500000,349,8,"[2, 349]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
349/16,21.81250000,349,16,"[2, 349]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
351/8,43.87500000,351,8,"[2, 3, 13]","[-3, 3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
351/16,21.93750000,351,16,"[2, 3, 13]","[-4, 3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
351/32,10.96875000,351,32,"[2, 3, 13]","[-5, 3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
353/8,44.12500000,353,8,"[2, 353]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
353/16,22.06250000,353,16,"[2, 353]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
355/8,44.37500000,355,8,"[2, 5, 71]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
355/16,22.18750000,355,16,"[2, 5, 71]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
355/32,11.09375000,355,32,"[2, 5, 71]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
357/8,44.62500000,357,8,"[2, 3, 7, 17]","[-3, 1, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
357/16,22.31250000,357,16,"[2, 3, 7, 17]","[-4, 1, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
359/8,44.87500000,359,8,"[2, 359]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
359/16,22.43750000,359,16,"[2, 359]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
361/8,45.12500000,361,8,"[2, 19]","[-3, 0, 0, 0, 0, 0, 0, 2]","[2, 3, 5, 7, 11, 13, 17, 19]"
361/16,22.56250000,361,16,"[2, 19]","[-4, 0, 0, 0, 0, 0, 0, 2]","[2, 3, 5, 7, 11, 13, 17, 19]"
363/8,45.37500000,363,8,"[2, 3, 11]","[-3, 1, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
363/16,22.68750000,363,16,"[2, 3, 11]","[-4, 1, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
363/32,11.34375000,363,32,"[2, 3, 11]","[-5, 1, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
365/8,45.62500000,365,8,"[2, 5, 73]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
365/16,22.81250000,365,16,"[2, 5, 73]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
367/8,45.87500000,367,8,"[2, 367]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
367/16,22.93750000,367,16,"[2, 367]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
369/8,46.12500000,369,8,"[2, 3, 41]","[-3, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
369/16,23.06250000,369,16,"[2, 3, 41]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
371/8,46.37500000,371,8,"[2, 7, 53]","[-3, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
371/16,23.18750000,371,16,"[2, 7, 53]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
371/32,11.59375000,371,32,"[2, 7, 53]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
373/8,46.62500000,373,8,"[2, 373]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
373/16,23.31250000,373,16,"[2, 373]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
375/8,46.87500000,375,8,"[2, 3, 5]","[-3, 1, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
375/16,23.43750000,375,16,"[2, 3, 5]","[-4, 1, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
377/8,47.12500000,377,8,"[2, 13, 29]","[-3, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
377/16,23.56250000,377,16,"[2, 13, 29]","[-4, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
379/8,47.37500000,379,8,"[2, 379]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
379/16,23.68750000,379,16,"[2, 379]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
379/32,11.84375000,379,32,"[2, 379]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
381/8,47.62500000,381,8,"[2, 3, 127]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
381/16,23.81250000,381,16,"[2, 3, 127]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
383/8,47.87500000,383,8,"[2, 383]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
383/16,23.93750000,383,16,"[2, 383]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
383/32,11.96875000,383,32,"[2, 383]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
385/8,48.12500000,385,8,"[2, 5, 7, 11]","[-3, 0, 1, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
385/16,24.06250000,385,16,"[2, 5, 7, 11]","[-4, 0, 1, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
387/8,48.37500000,387,8,"[2, 3, 43]","[-3, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
387/16,24.18750000,387,16,"[2, 3, 43]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
387/32,12.09375000,387,32,"[2, 3, 43]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
389/16,24.31250000,389,16,"[2, 389]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
391/8,48.87500000,391,8,"[2, 17, 23]","[-3, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
391/16,24.43750000,391,16,"[2, 17, 23]","[-4, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
393/8,49.12500000,393,8,"[2, 3, 131]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
393/16,24.56250000,393,16,"[2, 3, 131]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
395/8,49.37500000,395,8,"[2, 5, 79]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
395/16,24.68750000,395,16,"[2, 5, 79]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
395/32,12.34375000,395,32,"[2, 5, 79]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
397/16,24.81250000,397,16,"[2, 397]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
399/8,49.87500000,399,8,"[2, 3, 7, 19]","[-3, 1, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
399/16,24.93750000,399,16,"[2, 3, 7, 19]","[-4, 1, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
399/32,12.46875000,399,32,"[2, 3, 7, 19]","[-5, 1, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
401/16,25.06250000,401,16,"[2, 401]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
403/8,50.37500000,403,8,"[2, 13, 31]","[-3, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
403/16,25.18750000,403,16,"[2, 13, 31]","[-4, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
403/32,12.59375000,403,32,"[2, 13, 31]","[-5, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
405/16,25.31250000,405,16,"[2, 3, 5]","[-4, 4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
405/32,12.65625000,405,32,"[2, 3, 5]","[-5, 4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
407/16,25.43750000,407,16,"[2, 11, 37]","[-4, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
409/16,25.56250000,409,16,"[2, 409]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
411/8,51.37500000,411,8,"[2, 3, 137]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
411/16,25.68750000,411,16,"[2, 3, 137]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
411/32,12.84375000,411,32,"[2, 3, 137]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
413/16,25.81250000,413,16,"[2, 7, 59]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
415/16,25.93750000,415,16,"[2, 5, 83]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
415/32,12.96875000,415,32,"[2, 5, 83]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
417/16,26.06250000,417,16,"[2, 3, 139]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
419/16,26.18750000,419,16,"[2, 419]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
419/32,13.09375000,419,32,"[2, 419]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
