element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
625/32,19.53125000,625,32,"[2, 5]","[-5, 0, 4, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
627/16,39.18750000,627,16,"[2, 3, 11, 19]","[-4, 1, 0, 0, 1, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
627/32,19.59375000,627,32,"[2, 3, 11, 19]","[-5, 1, 0, 0, 1, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
629/16,39.31250000,629,16,"[2, 17, 37]","[-4, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
629/32,19.65625000,629,32,"[2, 17, 37]","[-5, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
631/16,39.43750000,631,16,"[2, 631]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
631/32,19.71875000,631,32,"[2, 631]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
633/16,39.56250000,633,16,"[2, 3, 211]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
633/32,19.78125000,633,32,"[2, 3, 211]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
635/16,39.68750000,635,16,"[2, 5, 127]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
635/32,19.84375000,635,32,"[2, 5, 127]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
637/16,39.81250000,637,16,"[2, 7, 13]","[-4, 0, 0, 2, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
637/32,19.90625000,637,32,"[2, 7, 13]","[-5, 0, 0, 2, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
639/16,39.93750000,639,16,"[2, 3, 71]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
639/32,19.96875000,639,32,"[2, 3, 71]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
641/16,40.06250000,641,16,"[2, 641]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
641/32,20.03125000,641,32,"[2, 641]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
643/16,40.18750000,643,16,"[2, 643]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
643/32,20.09375000,643,32,"[2, 643]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
645/16,40.31250000,645,16,"[2, 3, 5, 43]","[-4, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
645/32,20.15625000,645,32,"[2, 3, 5, 43]","[-5, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
647/16,40.43750000,647,16,"[2, 647]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
647/32,20.21875000,647,32,"[2, 647]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
649/16,40.56250000,649,16,"[2, 11, 59]","[-4, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
649/32,20.28125000,649,32,"[2, 11, 59]","[-5, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
651/16,40.68750000,651,16,"[2, 3, 7, 31]","[-4, 1, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
651/32,20.34375000,651,32,"[2, 3, 7, 31]","[-5, 1, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
653/16,40.81250000,653,16,"[2, 653]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
653/32,20.40625000,653,32,"[2, 653]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
655/16,40.93750000,655,16,"[2, 5, 131]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
655/32,20.46875000,655,32,"[2, 5, 131]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
657/16,41.06250000,657,16,"[2, 3, 73]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
657/32,20.53125000,657,32,"[2, 3, 73]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
659/16,41.18750000,659,16,"[2, 659]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
659/32,20.59375000,659,32,"[2, 659]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
661/16,41.31250000,661,16,"[2, 661]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
661/32,20.65625000,661,32,"[2, 661]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
663/16,41.43750000,663,16,"[2, 3, 13, 17]","[-4, 1, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
663/32,20.71875000,663,32,"[2, 3, 13, 17]","[-5, 1, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
665/16,41.56250000,665,16,"[2, 5, 7, 19]","[-4, 0, 1, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
665/32,20.78125000,665,32,"[2, 5, 7, 19]","[-5, 0, 1, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
667/16,41.68750000,667,16,"[2, 23, 29]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
667/32,20.84375000,667,32,"[2, 23, 29]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
669/16,41.81250000,669,16,"[2, 3, 223]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
669/32,20.90625000,669,32,"[2, 3, 223]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
671/16,41.93750000,671,16,"[2, 11, 61]","[-4, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
671/32,20.96875000,671,32,"[2, 11, 61]","[-5, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
673/16,42.06250000,673,16,"[2, 673]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
673/32,21.03125000,673,32,"[2, 673]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
675/16,42.18750000,675,16,"[2, 3, 5]","[-4, 3, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
675/32,21.09375000,675,32,"[2, 3, 5]","[-5, 3, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
677/16,42.31250000,677,16,"[2, 677]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
677/32,21.15625000,677,32,"[2, 677]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
679/16,42.43750000,679,16,"[2, 7, 97]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
679/32,21.21875000,679,32,"[2, 7, 97]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
681/16,42.56250000,681,16,"[2, 3, 227]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
681/32,21.28125000,681,32,"[2, 3, 227]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
683/16,42.68750000,683,16,"[2, 683]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
683/32,21.34375000,683,32,"[2, 683]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
685/16,42.81250000,685,16,"[2, 5, 137]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
685/32,21.40625000,685,32,"[2, 5, 137]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
687/16,42.93750000,687,16,"[2, 3, 229]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
687/32,21.46875000,687,32,"[2, 3, 229]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
689/16,43.06250000,689,16,"[2, 13, 53]","[-4, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
689/32,21.53125000,689,32,"[2, 13, 53]","[-5, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
691/16,43.18750000,691,16,"[2, 691]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
691/32,21.59375000,691,32,"[2, 691]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
693/16,43.31250000,693,16,"[2, 3, 7, 11]","[-4, 2, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
693/32,21.65625000,693,32,"[2, 3, 7, 11]","[-5, 2, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
695/16,43.43750000,695,16,"[2, 5, 139]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
695/32,21.71875000,695,32,"[2, 5, 139]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
697/32,21.78125000,697,32,"[2, 17, 41]","[-5, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
699/16,43.68750000,699,16,"[2, 3, 233]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
699/32,21.84375000,699,32,"[2, 3, 233]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
701/16,43.81250000,701,16,"[2, 701]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
701/32,21.90625000,701,32,"[2, 701]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
703/16,43.93750000,703,16,"[2, 19, 37]","[-4, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
703/32,21.96875000,703,32,"[2, 19, 37]","[-5, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
705/16,44.06250000,705,16,"[2, 3, 5, 47]","[-4, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
705/32,22.03125000,705,32,"[2, 3, 5, 47]","[-5, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
707/16,44.18750000,707,16,"[2, 7, 101]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
707/32,22.09375000,707,32,"[2, 7, 101]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
709/16,44.31250000,709,16,"[2, 709]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
709/32,22.15625000,709,32,"[2, 709]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
711/16,44.43750000,711,16,"[2, 3, 79]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
711/32,22.21875000,711,32,"[2, 3, 79]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
713/32,22.28125000,713,32,"[2, 23, 31]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
715/16,44.68750000,715,16,"[2, 5, 11, 13]","[-4, 0, 1, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
715/32,22.34375000,715,32,"[2, 5, 11, 13]","[-5, 0, 1, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
717/16,44.81250000,717,16,"[2, 3, 239]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
717/32,22.40625000,717,32,"[2, 3, 239]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
719/16,44.93750000,719,16,"[2, 719]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
719/32,22.46875000,719,32,"[2, 719]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
721/32,22.53125000,721,32,"[2, 7, 103]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
723/16,45.18750000,723,16,"[2, 3, 241]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
723/32,22.59375000,723,32,"[2, 3, 241]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
725/16,45.31250000,725,16,"[2, 5, 29]","[-4, 0, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
725/32,22.65625000,725,32,"[2, 5, 29]","[-5, 0, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
727/16,45.43750000,727,16,"[2, 727]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
727/32,22.71875000,727,32,"[2, 727]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
729/32,22.78125000,729,32,"[2, 3]","[-5, 6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
731/16,45.68750000,731,16,"[2, 17, 43]","[-4, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
731/32,22.84375000,731,32,"[2, 17, 43]","[-5, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
733/32,22.90625000,733,32,"[2, 733]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
735/16,45.93750000,735,16,"[2, 3, 5, 7]","[-4, 1, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
735/32,22.96875000,735,32,"[2, 3, 5, 7]","[-5, 1, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
737/32,23.03125000,737,32,"[2, 11, 67]","[-5, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
739/16,46.18750000,739,16,"[2, 739]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
739/32,23.09375000,739,32,"[2, 739]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
741/16,46.31250000,741,16,"[2, 3, 13, 19]","[-4, 1, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
741/32,23.15625000,741,32,"[2, 3, 13, 19]","[-5, 1, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
743/16,46.43750000,743,16,"[2, 743]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
743/32,23.21875000,743,32,"[2, 743]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
745/32,23.28125000,745,32,"[2, 5, 149]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
747/16,46.68750000,747,16,"[2, 3, 83]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
747/32,23.34375000,747,32,"[2, 3, 83]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
749/32,23.40625000,749,32,"[2, 7, 107]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
751/32,23.46875000,751,32,"[2, 751]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
753/32,23.53125000,753,32,"[2, 3, 251]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
755/16,47.18750000,755,16,"[2, 5, 151]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
755/32,23.59375000,755,32,"[2, 5, 151]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
757/32,23.65625000,757,32,"[2, 757]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
759/16,47.43750000,759,16,"[2, 3, 11, 23]","[-4, 1, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
759/32,23.71875000,759,32,"[2, 3, 11, 23]","[-5, 1, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
761/32,23.78125000,761,32,"[2, 761]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
763/16,47.68750000,763,16,"[2, 7, 109]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
763/32,23.84375000,763,32,"[2, 7, 109]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
765/32,23.90625000,765,32,"[2, 3, 5, 17]","[-5, 2, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
767/32,23.96875000,767,32,"[2, 13, 59]","[-5, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
769/32,24.03125000,769,32,"[2, 769]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
771/16,48.18750000,771,16,"[2, 3, 257]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
771/32,24.09375000,771,32,"[2, 3, 257]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
773/32,24.15625000,773,32,"[2, 773]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
775/32,24.21875000,775,32,"[2, 5, 31]","[-5, 0, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
777/32,24.28125000,777,32,"[2, 3, 7, 37]","[-5, 1, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
779/16,48.68750000,779,16,"[2, 19, 41]","[-4, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
779/32,24.34375000,779,32,"[2, 19, 41]","[-5, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
781/32,24.40625000,781,32,"[2, 11, 71]","[-5, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
783/32,24.46875000,783,32,"[2, 3, 29]","[-5, 3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
785/32,24.53125000,785,32,"[2, 5, 157]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
787/32,24.59375000,787,32,"[2, 787]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
789/32,24.65625000,789,32,"[2, 3, 263]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
791/32,24.71875000,791,32,"[2, 7, 113]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
793/32,24.78125000,793,32,"[2, 13, 61]","[-5, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
795/16,49.68750000,795,16,"[2, 3, 5, 53]","[-4, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
795/32,24.84375000,795,32,"[2, 3, 5, 53]","[-5, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
797/32,24.90625000,797,32,"[2, 797]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
799/32,24.96875000,799,32,"[2, 17, 47]","[-5, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
801/32,25.03125000,801,32,"[2, 3, 89]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
803/32,25.09375000,803,32,"[2, 11, 73]","[-5, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
805/32,25.15625000,805,32,"[2, 5, 7, 23]","[-5, 0, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
807/32,25.21875000,807,32,"[2, 3, 269]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
809/32,25.28125000,809,32,"[2, 809]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
811/32,25.34375000,811,32,"[2, 811]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
813/32,25.40625000,813,32,"[2, 3, 271]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
815/32,25.46875000,815,32,"[2, 5, 163]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
817/32,25.53125000,817,32,"[2, 19, 43]","[-5, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
819/32,25.59375000,819,32,"[2, 3, 7, 13]","[-5, 2, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
821/32,25.65625000,821,32,"[2, 821]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
823/32,25.71875000,823,32,"[2, 823]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
825/32,25.78125000,825,32,"[2, 3, 5, 11]","[-5, 1, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
827/32,25.84375000,827,32,"[2, 827]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
829/32,25.90625000,829,32,"[2, 829]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
831/32,25.96875000,831,32,"[2, 3, 277]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
833/32,26.03125000,833,32,"[2, 7, 17]","[-5, 0, 0, 2, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
835/32,26.09375000,835,32,"[2, 5, 167]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
837/32,26.15625000,837,32,"[2, 3, 31]","[-5, 3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
839/32,26.21875000,839,32,"[2, 839]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
841/32,26.28125000,841,32,"[2, 29]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
843/32,26.34375000,843,32,"[2, 3, 281]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
845/32,26.40625000,845,32,"[2, 5, 13]","[-5, 0, 1, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
847/32,26.46875000,847,32,"[2, 7, 11]","[-5, 0, 0, 1, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
849/32,26.53125000,849,32,"[2, 3, 283]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
851/32,26.59375000,851,32,"[2, 23, 37]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
853/32,26.65625000,853,32,"[2, 853]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
855/32,26.71875000,855,32,"[2, 3, 5, 19]","[-5, 2, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
857/32,26.78125000,857,32,"[2, 857]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
859/32,26.84375000,859,32,"[2, 859]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
861/32,26.90625000,861,32,"[2, 3, 7, 41]","[-5, 1, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
863/32,26.96875000,863,32,"[2, 863]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
865/32,27.03125000,865,32,"[2, 5, 173]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
867/32,27.09375000,867,32,"[2, 3, 17]","[-5, 1, 0, 0, 0, 0, 2, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
